Locn_No,Average_household_size_10000m,Average_household_size_1000m,Average_household_size_3000m,Average_household_size_5000m,Average_household_size_500m,Buddhism_P_10000m,Buddhism_P_1000m,Buddhism_P_3000m,Buddhism_P_5000m,Buddhism_P_500m,Chinese_Tot_Resp_10000m,Chinese_Tot_Resp_1000m,Chinese_Tot_Resp_3000m,Chinese_Tot_Resp_5000m,Chinese_Tot_Resp_500m,Christianity_Tot_P_10000m,Christianity_Tot_P_1000m,Christianity_Tot_P_3000m,Christianity_Tot_P_5000m,Christianity_Tot_P_500m,English_Tot_Resp_10000m,English_Tot_Resp_1000m,English_Tot_Resp_3000m,English_Tot_Resp_5000m,English_Tot_Resp_500m,Filipino_Tot_Resp_10000m,Filipino_Tot_Resp_1000m,Filipino_Tot_Resp_3000m,Filipino_Tot_Resp_5000m,Filipino_Tot_Resp_500m,Greek_Tot_Resp_10000m,Greek_Tot_Resp_1000m,Greek_Tot_Resp_3000m,Greek_Tot_Resp_5000m,Greek_Tot_Resp_500m,Hinduism_P_10000m,Hinduism_P_1000m,Hinduism_P_3000m,Hinduism_P_5000m,Hinduism_P_500m,Indian_Tot_Resp_10000m,Indian_Tot_Resp_1000m,Indian_Tot_Resp_3000m,Indian_Tot_Resp_5000m,Indian_Tot_Resp_500m,Islam_P_10000m,Islam_P_1000m,Islam_P_3000m,Islam_P_5000m,Islam_P_500m,Judaism_P_10000m,Judaism_P_1000m,Judaism_P_3000m,Judaism_P_5000m,Judaism_P_500m,Korean_Tot_Resp_10000m,Korean_Tot_Resp_1000m,Korean_Tot_Resp_3000m,Korean_Tot_Resp_5000m,Korean_Tot_Resp_500m,Lebanese_Tot_Resp_10000m,Lebanese_Tot_Resp_1000m,Lebanese_Tot_Resp_3000m,Lebanese_Tot_Resp_5000m,Lebanese_Tot_Resp_500m,Median_age_persons_10000m,Median_age_persons_1000m,Median_age_persons_3000m,Median_age_persons_5000m,Median_age_persons_500m,Median_mortgage_repay_monthly_10000m,Median_mortgage_repay_monthly_1000m,Median_mortgage_repay_monthly_3000m,Median_mortgage_repay_monthly_5000m,Median_mortgage_repay_monthly_500m,Median_rent_weekly_10000m,Median_rent_weekly_1000m,Median_rent_weekly_3000m,Median_rent_weekly_5000m,Median_rent_weekly_500m,Median_tot_prsnl_inc_weekly_10000m,Median_tot_prsnl_inc_weekly_1000m,Median_tot_prsnl_inc_weekly_3000m,Median_tot_prsnl_inc_weekly_5000m,Median_tot_prsnl_inc_weekly_500m,NZ_Tot_Resp_10000m,NZ_Tot_Resp_1000m,NZ_Tot_Resp_3000m,NZ_Tot_Resp_5000m,NZ_Tot_Resp_500m,Othr_Rel_Sikhism_P_10000m,Othr_Rel_Sikhism_P_1000m,Othr_Rel_Sikhism_P_3000m,Othr_Rel_Sikhism_P_5000m,Othr_Rel_Sikhism_P_500m,Percent_Unem_loyment_P_10000m,Percent_Unem_loyment_P_1000m,Percent_Unem_loyment_P_3000m,Percent_Unem_loyment_P_5000m,Percent_Unem_loyment_P_500m,Sri_Lankan_Tot_Resp_10000m,Sri_Lankan_Tot_Resp_1000m,Sri_Lankan_Tot_Resp_3000m,Sri_Lankan_Tot_Resp_5000m,Sri_Lankan_Tot_Resp_500m,Sth_African_Tot_Resp_10000m,Sth_African_Tot_Resp_1000m,Sth_African_Tot_Resp_3000m,Sth_African_Tot_Resp_5000m,Sth_African_Tot_Resp_500m,Tot_persons_C06_P_10000m,Tot_persons_C06_P_1000m,Tot_persons_C06_P_3000m,Tot_persons_C06_P_5000m,Tot_persons_C06_P_500m,Tot_persons_C11_P_10000m,Tot_persons_C11_P_1000m,Tot_persons_C11_P_3000m,Tot_persons_C11_P_5000m,Tot_persons_C11_P_500m,Tot_persons_C16_P_10000m,Tot_persons_C16_P_1000m,Tot_persons_C16_P_3000m,Tot_persons_C16_P_5000m,Tot_persons_C16_P_500m,Total_DS_Flat_apart_10000m,Total_DS_Flat_apart_1000m,Total_DS_Flat_apart_3000m,Total_DS_Flat_apart_5000m,Total_DS_Flat_apart_500m,Total_DS_Sep_house_10000m,Total_DS_Sep_house_1000m,Total_DS_Sep_house_3000m,Total_DS_Sep_house_5000m,Total_DS_Sep_house_500m,Vietnamese_Tot_Resp_10000m,Vietnamese_Tot_Resp_1000m,Vietnamese_Tot_Resp_3000m,Vietnamese_Tot_Resp_5000m,Vietnamese_Tot_Resp_500m,average_MVs_per_dwelling_10000m,average_MVs_per_dwelling_1000m,average_MVs_per_dwelling_3000m,average_MVs_per_dwelling_5000m,average_MVs_per_dwelling_500m,english_speaker_percentage_10000m,english_speaker_percentage_1000m,english_speaker_percentage_3000m,english_speaker_percentage_5000m,english_speaker_percentage_500m,growth_rate_10yr_10000m,growth_rate_10yr_1000m,growth_rate_10yr_3000m,growth_rate_10yr_5000m,growth_rate_10yr_500m,growth_rate_5yr_10000m,growth_rate_5yr_1000m,growth_rate_5yr_3000m,growth_rate_5yr_5000m,growth_rate_5yr_500m,higher_education_P_10000m,higher_education_P_1000m,higher_education_P_3000m,higher_education_P_5000m,higher_education_P_500m,motor_commuters_sum_10000m,motor_commuters_sum_1000m,motor_commuters_sum_3000m,motor_commuters_sum_5000m,motor_commuters_sum_500m,tradies_P_10000m,tradies_P_1000m,tradies_P_3000m,tradies_P_5000m,tradies_P_500m
11815,2.5,2.5,2.5,2.5,2.5,27.0,27.0,27.0,27.0,27.0,36.0,36.0,36.0,36.0,36.0,5326.0,5326.0,5326.0,5326.0,5326.0,2889.0,2889.0,2889.0,2889.0,2889.0,50.0,50.0,50.0,50.0,50.0,14.0,14.0,14.0,14.0,14.0,17.0,17.0,17.0,17.0,17.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,3.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,39.0,39.0,39.0,39.0,39.0,1500.0,1500.0,1500.0,1500.0,1500.0,23.0,23.0,23.0,23.0,23.0,708.0,708.0,708.0,708.0,708.0,83.0,83.0,83.0,83.0,83.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,28.0,28.0,28.0,8233.0,8233.0,8233.0,8233.0,8233.0,8891.0,8891.0,8891.0,8891.0,8891.0,8137.0,8137.0,8137.0,8137.0,8137.0,48.0,48.0,48.0,48.0,48.0,2188.0,2188.0,2188.0,2188.0,2188.0,0.0,0.0,0.0,0.0,0.0,2.15781739812,2.15781739812,2.15781739812,2.15781739812,2.15781739812,0.0287688619376,0.0287688619376,0.0287688619376,0.0287688619376,0.0287688619376,0.388888888889,0.388888888889,0.388888888889,0.388888888889,0.388888888889,-0.982692973347,-0.982692973347,-0.982692973347,-0.982692973347,-0.982692973347,2306.0,2306.0,2306.0,2306.0,2306.0,2113.0,2113.0,2113.0,2113.0,2113.0,816.0,816.0,816.0,816.0,816.0
11816,2.96439376193,2.44293667876,2.66646509045,2.84348337137,2.40004257994,145.651895145,87.1478501713,103.660339547,113.332894981,82.0071203061,190.520245572,107.209466339,140.223410854,160.93885283,91.0237343537,6457.68919985,4856.9234078,5792.1531499,6362.69937834,4401.69568028,4697.29287458,3554.16339298,4307.18046089,4695.40336276,3184.54298927,115.950480759,162.613918497,147.98126435,124.544620446,154.020833488,64.8708168535,38.4704799967,46.9043286285,58.9445363387,38.9992088549,65.5078588488,39.89570658,40.6126649895,44.9886220914,40.0013185752,133.408985753,85.3175384604,89.8816945284,100.399277932,85.0034282955,159.638010655,95.0957773862,127.513307516,104.546054801,52.0640827549,4.77631289248,4.12072233926,5.65589990876,5.90730724715,3.00184600528,23.9135586365,11.0743509743,17.0510876094,20.6828026377,9.00290086545,27.9215215476,10.1571905632,18.2153707821,25.1474492416,8.00316458049,33.8055875655,36.9684484081,35.5304061298,34.4700590555,37.0,1871.14938242,1470.9600942,1611.61242774,1785.91932104,1499.93016889,385.681069682,295.128908215,338.277861709,371.35921554,285.010644986,692.146274172,530.393163441,603.899103666,675.251851126,530.988077616,310.594258891,214.431014852,277.674610992,318.245901667,196.025316644,23.0816877587,11.9026815668,17.2787472709,20.0508483541,9.00448315569,7.68082291213,12.6633531131,10.5532488662,8.4236998231,12.6005109593,15.2806894326,6.80650684056,9.88300306847,12.6727939821,5.00263715041,95.8604810573,25.4692600427,58.0227266123,88.3074497619,20.0055380159,7616.18080771,7896.0846484,7899.72666733,7846.8277892,7814.26872563,9823.22946157,8824.50557282,9662.48738552,9949.84708499,8245.98286596,11665.0173028,9105.68376334,10637.9636727,11378.5252038,8253.33809012,75.0522729062,394.099066487,215.794903526,113.755281177,446.962288749,3240.13174693,2356.41953069,2952.22437164,3240.21618479,2032.47310478,27.3979539643,31.7611404008,25.7641330407,23.6634971642,35.9949894142,2.02222580293,1.5675617181,1.75491295136,1.95010168235,1.56783463573,0.110966347552,0.106039763497,0.101249031387,0.092476949038,0.10160173056,-0.391400738482,0.516786941021,0.055324952153,-0.22613701877,0.692095304394,-0.975315467046,-0.954246921,-0.965643124152,-0.973475203124,-0.951634870684,5192.347185,2919.13252517,4032.94116017,4775.56701644,2524.56375844,5332.47894178,2727.57456715,3928.06798119,4808.85976489,2408.42750262,1377.91823772,791.936445604,1085.04505052,1282.15065111,695.139236413
11818,2.66967468596,2.57200088911,2.55680945856,2.65717414761,2.6,55.211679295,70.7672655294,62.7063891764,61.5506669953,74.0,63.4709265341,100.589586364,81.0684202965,72.0107466616,92.0,4792.70572334,5746.66887465,4591.22714347,4757.57973196,6360.0,3293.08585898,4291.25575298,3398.16507787,3442.49488681,4750.0,47.9785126664,90.111227482,69.6525806472,65.2144697953,104.0,21.5339114907,31.360293906,26.165374413,27.9069649073,33.0,23.8794106544,22.2858501601,25.1231397741,29.7904383053,21.0,46.8512632586,59.819264353,50.4453262359,55.8854888749,66.0,16.3242923575,31.136468045,21.2855544534,17.1221999516,34.0,3.32858380999,10.0756767081,5.65296443852,4.31995692634,12.0,4.63151732568,10.9326707389,9.54402369122,8.82200411213,11.0,2.12682503958,1.42378807318,2.36883995158,2.87084915802,0.0,37.2088091011,32.8616229529,34.8705137111,35.9240707355,32.0,1598.36036965,1514.33373918,1471.25147562,1535.71370802,1517.0,300.271917468,294.430142944,285.123493775,302.348109522,300.0,661.959266278,624.454654887,602.360001453,634.652069597,636.0,87.8427613915,107.078926607,87.7354679522,87.9073096004,114.0,3.54026272548,6.9076693668,4.30896150783,4.04433130797,8.0,7.42939929051,9.43327543873,9.91192334853,9.11877212745,9.2,4.04011393026,16.5383716123,9.3052842543,6.75140369848,19.0,27.9237600554,16.5897938753,18.7256274696,28.770850561,18.0,6735.41160312,7068.67844762,6560.27134333,6921.41064517,7318.0,7703.15020442,8683.59397145,7401.3919425,7536.15023149,9245.0,8311.98954824,9959.65505311,8113.11918639,8270.14621333,10898.0,43.6990861976,39.4580680853,66.3703869755,57.9649116655,0.0,2479.78109811,2883.32083547,2465.67321646,2554.82993912,3135.0,13.1597978425,2.44543884769,4.85667515058,9.03486951724,3.0,2.04356804477,1.712159479,1.72155462598,1.8696156726,1.73595954219,0.0439310601634,0.048554123953,0.0487340381609,0.045644965398,0.0466537342386,-0.244086776635,-0.104169420124,-0.140817344258,-0.0943786473732,0.130434782609,-0.9854305309,-0.979001198561,-0.979502884924,-0.981056044543,-0.978105263158,3381.12770748,3491.82105883,3093.80506482,3467.06552709,3670.0,3251.17905397,3335.40996453,2822.51891688,3138.49272934,3589.0,905.678760525,815.666706447,724.725087834,832.065592798,871.0
11821,2.8181521635,2.60003168663,2.72270135401,2.80773468651,2.6,188.979689256,148.995397052,144.522634749,146.027614621,149.0,556.784821709,283.9841454,325.268028618,376.671271347,284.0,7038.40473511,10412.8298614,8599.89345438,7328.83975897,10413.0,4790.49859341,7582.91458974,6082.76855656,5104.9797949,7583.0,105.36085647,231.995397052,173.17257177,129.402744502,232.0,133.607918906,180.987043553,162.575930429,140.97144055,181.0,129.245562175,181.982611084,141.524190433,119.224331396,182.0,235.42114035,246.984656839,213.376660842,193.655022102,247.0,94.3341601153,87.9938627356,73.3190533484,62.8866458299,88.0,10.9346368032,18.9972723269,13.0286971401,10.6760269923,19.0,103.188562421,18.9994885613,34.3652392328,46.3581014921,19.0,29.9029045959,34.9996590409,32.9098378865,27.7914283745,35.0,39.0284961998,37.9998415669,38.0113562643,38.1313871098,38.0,2046.36202139,1847.99556387,1903.23233407,1971.37975011,1848.0,411.706781725,350.003960829,370.130801332,388.749639184,350.0,731.535793738,700.001584331,716.847984934,735.948506764,700.0,210.763011195,417.990964583,317.424748043,247.410571992,418.0,59.8983340393,75.9924988991,56.0643763642,45.1710432685,76.0,5.8586011776,6.59996831337,6.29973501263,6.01244613707,6.6,41.1783761834,32.9979542452,31.1888942108,32.7840031948,33.0,130.575946171,123.997954245,110.282990307,109.119233035,124.0,10038.2632422,17095.9817587,13988.4108304,11432.5033561,17096.0,10878.7027079,16917.9645403,14024.4278086,11684.3705613,16918.0,11809.9093812,17587.7880939,14478.3325286,12305.5809505,17588.0,172.807958742,87.9916465013,61.9862991452,57.7212055684,88.0,3384.22509757,5019.04892764,4263.35525943,3655.24883537,5019.0,43.1884962749,40.9959084904,38.6598041312,37.5735130867,41.0,2.01398709113,1.95474274167,2.01959529372,2.06694519869,1.95473234441,0.14146146211,0.0932084660484,0.101306762539,0.11146570403,0.0932118718777,-0.810769165462,-0.183069193089,-0.467600389422,-0.656457090452,-0.183098591549,-0.978006285898,-0.969405510994,-0.971530632777,-0.974651663728,-0.969405248582,5553.07114134,7080.89907809,6381.46078274,5768.64067321,7081.0,4844.5796347,6889.92664546,6150.18334934,5458.39724313,6890.0,1157.69457423,1916.97385853,1658.72910945,1419.05325613,1917.0
11825,2.8388386236,3.03766996865,3.02996120347,2.92818323378,3.05975871817,256.942288186,264.520993627,219.074869606,215.768928643,279.14378045,722.258719164,242.731055522,201.250292518,315.37567136,244.695342104,5025.71435517,5291.55690903,4821.38931255,5193.34496676,5322.34173653,3222.27338313,3278.2991135,2983.41676935,3367.4521815,3340.93810059,138.183781452,171.355660777,142.846564871,156.70086863,175.968766917,64.1096902197,41.3437380263,31.2511901589,44.1037790895,39.1596930825,143.888033629,103.173389706,90.2742198883,108.797351996,98.5256327817,281.799453853,190.62170857,147.408242722,199.20594523,181.901588721,278.707808758,511.724121259,457.141113728,375.442312407,514.167932778,5.78554228833,3.50983966278,3.14372110117,3.63174054074,4.0,95.542545639,16.1614086215,15.6661313104,30.6341953963,10.4690630075,26.3558623766,44.637312114,36.0241743457,29.7100605019,42.62875609,34.7653999936,30.5340028017,30.7453343761,32.4247233625,30.4024128183,1725.09726673,1516.17913603,1504.5275835,1582.42755107,1521.59758718,363.088485095,330.307678134,324.912879022,339.706423641,332.987935909,638.276346574,558.357866893,548.627668103,577.925464617,566.644734077,185.844140693,223.827355055,192.46129005,206.28016501,222.958158495,82.1976799578,28.6925982523,19.4249008523,48.8823386713,18.12374797,8.75753501791,12.0167141147,12.8539086332,11.0017866381,11.616556887,27.4511602173,10.4251293777,17.8834973342,21.2070760235,6.97937533834,52.9092832737,25.7895127872,24.8166727674,35.8275583867,24.4896876692,8188.94503746,7876.0852077,7517.37383468,7759.65527746,7605.47490856,8940.22205689,9298.05370036,8536.16024099,8913.00375626,9204.82138253,9744.20111928,10681.8807594,9492.39574307,10020.320835,10771.220281,59.7133361101,110.72268812,118.505521387,103.116757552,108.273424812,2600.06192193,2537.77906412,2345.95704197,2649.58144539,2532.30522466,87.7394637711,53.3113298429,50.2309456379,59.8943234255,51.0565697742,1.94336406635,1.78296103573,1.78726477076,1.83130525042,1.79162703575,0.235523883715,0.24571500858,0.249021574405,0.220405387756,0.242957467582,-0.808678278592,-0.294051350749,-0.29020443606,-0.503129496469,-0.280865890607,-0.957116059061,-0.947730315373,-0.952119808959,-0.953466044896,-0.947329533916,4068.33488484,3056.5936584,2753.15009627,3262.46061388,3092.59966604,3694.13312047,3391.71809866,3038.89740509,3346.32062099,3521.37703508,949.062200828,890.907895213,812.899432166,904.213114086,909.529570473
11827,2.52040529643,2.36505337483,2.37778319292,2.39545804591,2.35829814772,127.063410296,125.38081798,117.529077106,128.345073252,130.799276185,302.043160061,261.868825413,238.43727094,311.213865121,273.037973317,4927.49573992,5787.50678129,4515.16758708,4477.92092321,6003.18650515,3506.58049719,4120.95842323,3205.95297265,3166.86401379,4279.63163933,111.826336791,156.553749963,125.159712036,116.234565052,164.091249809,72.1338751715,77.7391279457,62.5341497758,63.8322326,81.2299340594,157.273868008,166.557206648,176.450480987,169.802160613,177.970091704,244.634868222,266.833353751,241.767635952,248.052245359,283.483236314,70.9730628545,88.3041802706,72.2813655488,86.9154692141,93.5131446099,9.8722404568,9.69687201049,9.12022310167,9.98108478073,9.78759208713,44.7627678983,54.5433266394,45.8091060017,49.3393229402,58.2978156726,17.0844377687,22.3914804311,16.9339708333,17.8399187901,23.5751841743,36.065639644,33.8950608489,34.3653593639,34.7991038159,33.7914907386,2052.09936727,2131.08757573,2111.47212595,2094.5999949,2132.17895334,396.42054454,351.21060133,361.558351695,380.328738968,350.0,839.04794187,900.666679786,882.613410765,876.863129151,902.391684878,128.312481563,144.76211163,116.566670577,113.048560208,149.020447171,60.230614861,76.7484302714,62.6787756385,55.4642969448,82.0146051221,5.75962590646,5.19436720892,5.52361570121,5.77528044856,5.17531667056,29.7552114113,40.8210509197,30.1129297169,29.5837583543,42.8642367736,60.7969815274,42.0013873248,37.5987466289,40.3918450399,42.7197104739,8116.49050025,9176.13908746,7308.859028,7128.82488293,9507.79547433,8667.86762305,9885.59270287,7895.14665,7831.73428725,10262.0838289,9282.0985449,10708.9577275,8513.74087297,8529.54914627,11140.6459329,706.868819299,1128.60609711,983.245835267,1035.33119105,1207.49060328,2289.60056688,2669.17732102,2028.97048908,1928.85163541,2747.84683945,32.7536767392,22.5268098335,23.5221384474,31.3597050331,23.0708026376,1.72371777861,1.59619605973,1.58287672248,1.58115067558,1.59141829269,0.139646916407,0.132559733836,0.147528628977,0.159502819057,0.133762758751,-0.629767028103,-0.402167288467,-0.47508327225,-0.62651225386,-0.399016745492,-0.968109576586,-0.962010354417,-0.960960215854,-0.963296635237,-0.961657622983,5991.23528034,5738.44124454,4660.16739353,4638.62861264,5868.37510343,4213.5838871,4275.76167141,3275.52355263,3123.16983584,4373.48878127,906.205394957,891.21846468,701.401966728,661.282925502,911.379341622
11828,2.68997672199,2.81372207374,2.91332813062,2.88306459798,2.8015691067,318.14201309,334.947774297,181.932998475,417.009917252,341.003835462,390.969747907,412.279239307,302.748274206,291.14380789,401.651212163,4107.86661469,3117.56203501,3228.70685761,3587.44349162,2930.20534928,2716.09196918,1817.34538857,2186.51831673,2206.68321149,1712.03674474,116.361822486,96.087655795,66.7101259084,100.661119611,98.6572436551,43.5639790404,24.3823364931,31.3573642269,26.0366832824,22.5600099025,176.94381518,179.493827004,128.643049767,124.907193193,170.945591138,271.358747097,246.592483166,173.670947332,197.654603858,232.694051548,221.120139553,179.895698095,73.4332336376,236.156392367,180.503176982,12.4526925117,5.66676260726,13.0596801444,11.8679298304,4.34800016346,49.7076741113,40.0093880354,35.969970202,36.5288187022,34.2307235293,16.2845526543,48.6412632709,27.0221335762,22.2172311296,48.2797310385,35.5384161173,35.7829524634,38.6174274415,35.7713705896,35.3898788661,1915.52945269,1846.5732822,1984.91807876,1822.57613701,1820.67578837,383.152873468,383.148733639,416.814339118,369.015039586,376.479242171,714.115783192,705.876829241,770.982693386,660.431044073,682.064569926,109.262975846,86.1478455462,84.7046761322,81.84048115,84.2491964762,42.3533604654,78.612675908,20.6212833259,39.4038758865,75.869574187,8.21720011774,7.15845166667,7.87185659139,10.4594074347,7.40811885336,50.1903075433,69.9317413823,38.8314904786,42.6753620827,67.8590784624,82.1680180543,53.7026928426,81.4915285296,73.2448550225,45.2358138569,7335.02642425,5804.1627722,5878.06733798,6468.54587928,5609.81800686,7938.76610594,5946.85800103,6250.79930927,7045.84869476,5677.21234141,8669.66563068,6221.12119663,6536.411986,7756.48698302,5959.95673429,204.802305627,9.95970262648,9.42940864995,30.0967236269,9.57801665297,2240.66160672,1887.44775811,1772.30278665,2020.32944436,1828.43639747,413.707307772,568.126957303,213.279864706,720.214250395,582.209434555,1.84231251015,1.83015116862,1.97549074641,1.79529655646,1.81421500695,0.248651255351,0.329842063198,0.217229068601,0.312105146091,0.340634371441,-0.702376403522,-0.766935497513,-0.779651507235,-0.654256361004,-0.75437085544,-0.957158364368,-0.947127466029,-0.969490250597,-0.954383520441,-0.942374342164,4298.01472225,2894.75133438,2995.47967675,3264.26398974,2677.36198437,3328.98572489,2172.56533053,2140.7911207,2606.84735429,2034.35215704,725.426983078,503.79001532,376.495724915,572.557933985,505.239080545
11836,2.80161169966,2.91581681974,2.88447749123,2.72950725155,2.9,317.357222082,334.907668003,333.814416631,296.552532554,352.211731765,1115.36111361,1105.18350182,1257.30217835,1204.77061658,1184.10928181,5961.33613751,5810.46677351,5286.88017408,4580.96791767,6237.8211489,3707.47705941,2780.57777281,2744.89717303,2602.44489567,2921.33561062,154.308757782,147.67644031,132.759478578,123.034036417,157.768313967,162.78343811,291.299098314,249.579530017,185.753218988,305.813579729,230.878616176,264.911202805,260.544919859,209.854728757,274.581893695,414.336892978,479.948444152,450.496425531,342.814552358,511.619860935,289.678970978,208.460346282,221.738885628,232.040887388,214.871501237,11.4588466049,13.2067462301,14.0699799675,8.23370156333,13.151131644,172.580379332,255.212508332,243.124316713,177.494427871,298.693116802,34.4749033714,48.0271925819,37.261079376,36.1585799231,52.2443417798,35.576802631,38.5331618806,36.3965168602,34.3103179121,38.8744442144,1946.94297097,1918.85178608,2097.28578475,2035.58662364,1873.92335334,393.112953709,415.973843223,425.029805692,406.320095106,416.861105361,717.697983607,677.590444263,706.556971924,661.258793802,674.237772717,166.401676274,120.95210167,105.726190569,102.676119305,126.360184796,115.554674146,85.1287496615,93.5112442498,81.2257319666,94.4081291704,7.1813328119,6.66785183889,6.77496753985,7.96227806055,6.60044462846,54.5203715677,123.784898745,96.7193422985,57.7939755956,126.51131644,83.0707860396,89.7200765826,91.7793933682,49.6654435502,90.2443417798,9930.5303005,9202.46476181,8069.53087332,7718.71157028,9977.22271686,10442.9707991,9368.21970512,8434.67748922,8292.57347164,10162.8751878,11263.8598809,9841.8881149,9510.35487517,8896.00026336,10498.681469,246.244990614,53.5483197943,183.092144528,367.657997866,54.8715012368,3069.90769411,2722.25779881,2607.34887204,2400.03701779,2833.30762051,112.938325208,90.0659122043,93.6705938806,108.877961169,96.1284987632,1.88511991974,1.8784460965,1.91168031494,1.74939540966,1.85592805064,0.262497987004,0.314585923715,0.325458259984,0.313950807398,0.316036930297,-0.861651302077,-0.866378352493,-0.894409251122,-0.897877625232,-0.866762032533,-0.958379039085,-0.946890016257,-0.951634079454,-0.952723672797,-0.945994457674,5624.25351671,4421.66262016,4786.14638676,4406.88988161,4671.11751602,4546.93776876,3225.99814358,3452.35241806,2982.88486571,3384.85983853,1087.46454423,689.546236044,688.031997294,652.377232262,738.139954456
11854,2.62230966278,2.6,2.6,2.6,2.6,160.939013729,57.0,57.0,57.0,57.0,108.109622306,61.0,61.0,61.0,61.0,7478.48386015,8735.0,8735.0,8735.0,8735.0,6354.88192157,5643.0,5643.0,5643.0,5643.0,51.341284959,65.0,65.0,65.0,65.0,62.9342044376,54.0,54.0,54.0,54.0,33.8865357612,23.0,23.0,23.0,23.0,68.7701845899,29.0,29.0,29.0,29.0,8.13144367803,10.0,10.0,10.0,10.0,20.1315984353,4.0,4.0,4.0,4.0,20.3054881482,0.0,0.0,0.0,0.0,4.67164347967,13.0,13.0,13.0,13.0,44.4528559262,42.0,42.0,42.0,42.0,1836.18985966,1550.0,1550.0,1550.0,1550.0,367.98433306,288.0,288.0,288.0,288.0,620.859678659,524.0,524.0,524.0,524.0,273.32236514,188.0,188.0,188.0,188.0,11.264966735,9.0,9.0,9.0,9.0,5.4179434259,7.7,7.7,7.7,7.7,8.2508438496,5.0,5.0,5.0,5.0,61.2041447945,28.0,28.0,28.0,28.0,12262.1314871,10874.0,10874.0,10874.0,10874.0,13256.4948931,12379.0,12379.0,12379.0,12379.0,14500.6919054,13915.0,13915.0,13915.0,13915.0,31.6888950067,123.0,123.0,123.0,123.0,4809.00662126,4253.0,4253.0,4253.0,4253.0,3.5654812613,3.0,3.0,3.0,3.0,2.09589763986,1.9537037037,1.9537037037,1.9537037037,1.9537037037,0.0503353069024,0.0263488080301,0.0263488080301,0.0263488080301,0.0263488080301,-0.525099765738,0.0655737704918,0.0655737704918,0.0655737704918,0.0655737704918,-0.991920969486,-0.988481304271,-0.988481304271,-0.988481304271,-0.988481304271,6179.16640326,4126.0,4126.0,4126.0,4126.0,4697.98833242,3943.0,3943.0,3943.0,3943.0,1338.15340668,1164.0,1164.0,1164.0,1164.0
11862,2.64838555451,2.1503717314,2.38042795602,2.47145863141,2.1,198.946888607,126.773427521,147.096685073,186.721866512,124.0,329.624001502,99.039783854,147.419108236,312.892822951,91.0,6927.1228441,4745.0351603,6645.97717695,6574.60020057,4443.0,5252.11211891,3862.28793047,5087.71519754,5046.14710199,3673.0,104.291484076,56.5407977584,77.4157233929,98.8556254716,53.0,107.564434387,98.465559083,91.6587283979,106.249264571,98.0,64.4596246572,30.9141545715,44.2448670719,58.595495492,29.0,111.899665897,51.0695277593,58.037107196,90.2104777976,50.0,48.9744790512,17.4533860617,26.4622307176,46.236507817,16.0,27.2252799348,17.4201866574,13.1633938214,20.9064695086,18.0,44.7907530305,6.88743076748,17.5146126438,46.2829246337,5.0,32.9679515603,14.3203644217,27.9210951093,30.1480003717,12.0,40.3553997257,42.7380905807,40.9846737803,40.0187604869,43.0,1926.98558569,1848.79889483,1882.90562894,1879.54903255,1842.0,405.591505741,390.421912605,384.53943058,401.160551398,390.0,660.65477537,709.418906497,685.310968026,669.797446939,715.0,271.009333344,175.113888073,241.661227942,251.797532337,163.0,23.4434726126,3.29778526559,5.58398213834,14.3817153799,3.0,6.30537912349,5.6192253389,5.78822869961,6.15764252208,5.6,15.2744760036,4.3772639432,7.59568930582,15.359445377,4.0,112.727215539,45.8665366384,59.6628568797,71.5653419883,44.0,10859.2248122,8007.29552332,10659.4020781,10642.696625,7608.0,11679.6529057,8468.38552947,11339.6663818,11434.1631042,8026.0,12519.1710529,9184.96159408,11886.1714606,12133.738519,8770.0,670.484086293,1724.63175973,1213.07539895,994.756004339,1815.0,2833.95202341,1369.31865305,2439.7881898,2463.08335898,1195.0,19.5754454844,5.30248048447,14.0018400328,21.2506408414,4.0,1.89738220327,1.62156641992,1.7025785422,1.75383016245,1.60294980922,0.108003182911,0.0733157633545,0.0752785373859,0.105910481654,0.0727044025156,-0.683604702326,-0.42911024683,-0.474859641201,-0.684059146709,-0.417582417582,-0.980142944074,-0.985360801997,-0.984783793827,-0.980409682185,-0.985570378437,6223.95991733,4233.9703295,5382.64418122,5565.8020336,4010.0,5296.92383786,3332.78311801,4566.85267871,4721.48817965,3091.0,1221.52814438,774.511987224,1067.56816909,1074.82205757,720.0
