Input_Address,Output_Address,Input_Value,Output_Value
1FkwRqct1Se6aEsS7LbAMcou4EvqiYjcyH,1D9SMpAFfDZiTBUZALuRCgU4cZxhEXQHfs,14162000000,14160000000
1H67nEw2UaswzFGM37YnebmhKEx9BEnLA,1AuJsJA4PdXxNAFYsgzJgXjfUxg3cDCdKY,20991640000,20863640000
1CjbJJUYqpT9SCQ6k7ZziQCLeNsDraHJKb,1HQaKh4AfXSHGCFZKaFCLhNzYySKLBRRnX,1870000000,1656000000
1A14pF13vtvHCANMQ37Rrj24rGaGd7F3MR,1N3fZzfDgxmZ6kD3tv9ie6MXHVmX4JfKHA,34669014350,34668014350
1Fbg2R7afsB1bpPKmEH1WGtwdv4qBVyDep,15iYpbf5NWWbj7tZNdyrVchFoFxvWvyuqy,13033110407,12997110407
13j49T9iV66m85ttgLfx4ss2qr4PmDmYfx,13EPNaNj2p7M4HPLyDLzkyThozphjVAe1q,50124175341,49848175341
15iYpbf5NWWbj7tZNdyrVchFoFxvWvyuqy,1KAJKraXxBMP1jdBezj36X2NZoB3vybbEM,12997110407,9686110407
1AGbY9WU9sC1meeiuVZeQtfb48pequjUtu,1JVrXSji3toEjwn67s3VUtToLfGKDQxWd7,52000000,11000000
1FRj9ZT5TKyMoJCaNFdkKQ6q91gfDeVtFR,13w2zgDjpGt5EHHzyqJWvoei3idchCA7rV,2965000000,1964000000
1afEKhcWxUgne55bpsAxAmgKFUZDneidC,1F9HNLRqAdv9p4ZqzhvQWUonnBaDGsh3CU,2000000,117000000
1MFZYujRvKTDV8HBzN3dpTedBgE1jZJxHH,1Bsvi9ZCwYSvq7deV3qyuoftFDoZiGwmSo,18603997383,18393997383
1PEL1H16DTf2BCrZFLBihnzXaqD74Dm79r,1NB7CSFm7SA8zSNFpXQAxXb7jDz3iC7aAd,4849000000,100000000
1EcNmDUEQxCu4M8rhVBXm6PbZEr6kWuS6S,151bxB4cSgatAV4APqxsTX9eWH2EDwkfSR,87000000,80000000
1NyBYt1UBVvkK5WArYEj7CpqdtEXMSKMke,1Fbg2R7afsB1bpPKmEH1WGtwdv4qBVyDep,13235110407,13033110407
15bboFFn2p3naTsUbMD5brArYRe2JDKadY,12L7MK22jD6Cb5d9BuCMNqf9y9VWvUPDq2,1000000,1649085
1NUQMQUpcWH73T9i95ahRDg8dK2V7PDwfy,1MpCFMaVZdSMcjnu3NUr7uYfvoie5GVWMP,6000000,1800000000
1Cpbe1vNXXyDpYg8uULVc5xuSTfvq6vVga,1AU4noqmyGrCj5JWbJzhSpUC2MUZxa5tsW,1248900000,1140900000
1Au8M4HCh5DZXjWc535PsZxmP36VJni4nf,1Eu3ZWQocSC35HMzXHSkT42VEThP32h7YD,47000000,41000000
157BzLf3pxH38bswMZ5hPc1UqEAo7z2Nff,159brRMfDKxmRduyeHRpgJouUogGoaHvbF,2956000000,2936000000
147CSvpuSU8WLnqPumrYN2qGndopz4sRSr,1CEfa6Y83bYjtZ4rHN8G5zmfHU4HZGWLog,100000000,93000000
1F5yTVp4bwWcLB822HZ5ndN7cCo4j239dc,1D98XqkUWxeCfiTaY84UEt9V2n7mbgJecV,585041042,463041042
16uHQwNUvkDBzNwgYb4fPkjMMxWddAULCE,1Gw5f1FMciPedApS9m1XV1x55LLsrLXBhY,2000000,1000000
1KG1YshyAeV8Dm1DLypHqdjY4aqcq4Z9Rr,12TzzarYxpf8JFuCf7yCSgQCpWZ3okriGK,400000000,500000000
1DCoYgoumWAQVjTpSkyZ4WCcN2bCLXcA2R,1HZwgk3ryYdsy8EygPfKbQZNpiWtdUrQZL,20434277874,20424277874
13WG4WiSAmN3B3dJjVfkPugJQ91BcyhCXu,175PBPjzZzytxeMQG9znpskLpwprvtS6xW,70000000,350000000
1AE9cZGsjbwApKhue3v5e7MCW3mYtEGSGG,1MVurn9vdMGDLoZgdxwKyoNtHebqPQHCuQ,120000000,40000000
1GXGso6CuyEH3RxrC1U5Wwo7fc5gtMkcYz,1ArijtJfT6Ye4tPjwzBsbNbGn9Dpy64oMZ,22724716109,22643716109
13cvHKBnUjCBsSkakttpdFUopHrh8GXfvH,19vSK9GYUFXEUXs8XNacu5rLALcnaP5KBU,18820148120,18819148120
123cmoAFhuhvwcMpNSbX7sX83ianqGfo8W,1L7gKaxi5kdffNgkGp2D3Cht96PhE21kk3,58000000,15000000
19dkrs9dFwrhNWzou6YDyHrv4KsR9ACR2o,15riuUVaSY75mdaH8kGu3oAUfydKYMPYAT,2000000000,2000000000
1FEDuWRrjLSJcV5srkh7yaJMTxTKdmGWu7,1M6posRQgrmBKHce5ReddYNaGiyEVzgB18,102000000,101000000
1NrCdHAMpgdEN7G3THDbSHbb4DXMiemyqT,173hpREgaNPGFkYrjeMWMA6t9uxeHvGEoh,105000000,4900000
1EFTD9VJ3H6uu8zWoMhv4kZs6FFb5awJuC,1Xf7yipQuHQHGcpH1jcUG5NoF7CeHTEfV,170000000,134000000
1E8ZK5y4dCuaYQmRgWrWC6AnfnRGoyd5tu,1pFKDyG8yQGdvZd6Z9UM6XkddzPUH8zCb,29342769146,29300769146
1PR1XYSDQC9bT6G5x8XJwKe5s6Jo9bW8Qd,1GRQkzFPjR2BnxHJvQ49jaRHAYZV5REnvZ,2444000000,2442000000
164xQ8AFthPVJKVoT2m6XCiWHkH4g4U8aA,1MJdyipMBgohynSt5stwJqbiHD3JsKGEMm,187650000,184650000
1NyRPrxWJZYPFvkF2mCNm3qGyiKj8mvVTb,1LTkqrQRntsNnVveAaEBcBAvBwwgonCLWZ,3576550000,3526500000
14LRHsag2ytNSTZJ4b7fULkZY3YC9SpuwN,1P9MaYA7EY2dsUUafddVPsMJmjH2bBZF6w,1000000,515000000
1LTmotNaf71p5vk9xpdXpB3ymnDUxdnsXx,1LJGUUqATigtJBE8E6Faj1GzmRc1cKJyj2,32381000000,32335000000
1LeasZ6qpjuyeTLdgrTpy5tTQLBGWiaMck,19b6GnyMw79agZ2V2oNYF7ovMDZYALUo1U,5021951779,4921951779
1FC87UaqsTMVjHRH21i9sMPQqrv1vBPHZ2,1Hc9W9h5e3T1qzxN7Rr1VNqwaqVzWnEouZ,54700000,36700000
1CocCiM25vX5h7AYRS43FtmtxxzGp7pTUS,1HHHqDpcvb9ks9DLPaTpcnFmFpQE95sp9z,49360705409,49338705409
1CgnMdHc72Gk4inkCZ5MHtSJ9pgLdQfL4p,1FTKcZVf52HXSVw2DvAUiHsrrkewknkUbZ,2061150000,2049150000
199CWdrQZcdNK5jvKaeXuEa9pkx8EB3ELh,17QKbW3iEQc9wWqa39vM1tWSDmosJuyx6S,964957475,758957475
1JABYZctvZaxscd8o7do6CwivbFPPZSrSb,199CWdrQZcdNK5jvKaeXuEa9pkx8EB3ELh,995957475,964957475
1LHwBM25kntNbhGvnpvLXDSWF9CiZxxJD8,1F15a596CqSMD1p5BXNUNe8GMUibU9bhsh,5375951779,5374951779
17VQQNARwMP1TvDMc4qHtE6paBdHX9PLY,1AJLUp9sqn7RoimyMhFFxrrX28PjfzDS2p,2253150000,2249150000
1zJL8uXBJkL1mfr34ENWLAHYeoQE786cA,1Khv78fXZUKZRFCPcEacJchqQwbXJU7uca,1958000000,1957000000
1NFzSAi4GDHryspwjuy4vismGY1jUL97RE,1Efyse3KsvYfdVwmGVPYMX5isxwpGPiaDX,234391607,210391607
1LFS95ew4Z58ZAKgKHeCjrncakqW7FtuLR,1P7KEphxA2rQhV62fPTGL4AVAWBeVMi3kd,46000000,1000000
1DScN8pc7QLesja5JevmsTtRjx36a2oGJ9,1Hk92N1LJfyFk75Vmkxz3DMZBEqSM2HCjn,55000000,100000000
18ZMpafJ8ZQnAF9g1a6ddMNSfWfmuXCAAd,12JDRfC7Y5fmGkoEyRVsjop7P4uRuxig5h,757957475,751957475
1Khv78fXZUKZRFCPcEacJchqQwbXJU7uca,17ChuxxxgV18hmS9Eei67wYcoUoLJh6aRW,1957000000,1939000000
1Gc7w3eUezMCeGvpjwcMqQZm3dAbEwvbhr,125n3Dc2cYWhyFVSyWxHoGxwB1CLkXB3CP,2222000000,2161950000
1NMPk6CFJEWWNxGwsFcRooiiAniL3bkqbF,15z3FBKt31pj6yff2zQa29eKTcF9TmhLH6,955591139,951591139
1GxF7ixd7VdYRc7XWAQV9Ty1JrzZvvZ9VS,1CtjAqEagdHGeS9j35MCif8D6UdmLX1EsZ,1456591139,1356591139
1CfGG87oGyhqSEJBgQx3p6n2zDR4MTFxVB,1NMPk6CFJEWWNxGwsFcRooiiAniL3bkqbF,957591139,955591139
12Vz9McySZM6uKNHy1WWodJHD8hmeZLzyn,13JwM2cFX5Yc1ZUx7ocDSwvMNfWSu9m2tA,3068250000,2549200000
15bqrNu36EuBBfTUJqv9xc19eE58GSDrAv,1KSHb4DizZkixcwue4DjN8RKQRgZYdthV4,5172951779,5121951779
1LRoSV3FF4Mp65whFXih48HrPtrL3fSX5P,1Y2BNfGmVAmDNvjgGPVKtia8j86oGkcrw,3703650000,3650600000
13LTH5P1bgHRA5ZiRvsFGSiuPN4fE8KsRp,1NoSKJUomPtRcr53jhK2yLfux8xY8YdnQw,105391607,62391607
1BPQ3EBhR1Cro7UhC5opE5SmeXYeKXyW91,1GoWmwQqQ9y1kiDapGGyvRyrj3EqjBUYLh,3366951779,3266951779
1BG39pGkDaE8LFQ7QaR1szfaBfcAXqDhov,1BPQ3EBhR1Cro7UhC5opE5SmeXYeKXyW91,4367951779,3366951779
1BVQu26uM5DfUEXMWsXsiCFYgduWUXq1JM,1NFzSAi4GDHryspwjuy4vismGY1jUL97RE,250391607,234391607
19YFSLdhjdK6FVcGQMZ6LtTLoRji7KueXX,17VQQNARwMP1TvDMc4qHtE6paBdHX9PLY,2427150000,2253150000
1FnWnfdBbXm5ZGSY7LpGR1qG5pRMEmPFAK,1Kb9AzexHjrUXenauMqHZNvzKJEnp9Q21J,1766957475,1296957475
1HPcPEGYzF2EyYB9YuDuNBHyndDkELdVSe,18Bi6t3jX4Riz3HRusmakLFu57ETeQpYSg,1051591139,974591139
1PzGeajzhQXsGNENTswAnYyjjRCFG5dn4u,1AFxUX1uUXDqjAPoeSmmxhefWF1ZeGWMuD,8350100356,8319100356
1JBd5bC4SG2fVY6cTGch4AWLv4Nshf41qd,1G6Lu3K2YqeJbFHGc7Q3nvFDVwtZfPV3qX,4773951779,4772951779
1G5dmaH7RX2T674HoHwh5KX7hZ2eJZxDuY,1fXGK7bmkNGmf1Q5dsu6Xzd2DEoYofHNk,3247951779,3046951779
19mzDwvBKcjrap1c1GdDpwnUV1PEpgHQdE,1CgnMdHc72Gk4inkCZ5MHtSJ9pgLdQfL4p,2110150000,2061150000
1DVtG8mfoccP4ChYddUYU81SzJUeu92KA,19mzDwvBKcjrap1c1GdDpwnUV1PEpgHQdE,2202150000,2110150000
1MhAQxgW91UmfLgvG3p7aCfSE1poDTThYD,1DTscQFTa3pskdzrgBzGmYzW1qJVE6JjvM,1332591139,1331591139
1DKbiuGxzQQZ2DERA1UpNTGN7XX3o1WWEZ,1FnWnfdBbXm5ZGSY7LpGR1qG5pRMEmPFAK,1767957475,1766957475
1LUVVdWLThxamz63rvedfk2UKcd18QpGPm,19YZXydMumwBLVhTPdK1AjmSTwjzXvK4uk,1228591139,1063591139
1GW3u7sSMqMALWYKggQmmdYjnRKzeTLNVG,18CjtQeDFhbdBpVC3uKCmYfUsBR8kL6gSm,3413450000,3285400000
15mb7pVKZw8kGcbbLtHPH3ZDuNEFaVpPNM,1PTiLtTtdkeFx3j9FUXpzu2EgGSuVcUqhd,500000000,500000000
155aogeD9amWRvrmHmBoE4KUobhgKJoCXv,1EjGpB7emYEbrDKwRn3KwKBQuwdok4BUJA,385391607,384391607
123uvcsktHwKBa2z3oJ4zy1rPSZwFqrPBT,1H3uEqAqoaGc55JStnMVG4p7Pf88sKz6LL,2431150000,2381100000
17RzQgcfdhbwaARk1cXiaKQyhgSyUtut1Z,18pUKGV1swtxaeAphpn1sHUg7XeVBy81SF,421801958,415022374
125sMGM9LnUSoiYVBEApDXnDSUzofiNwHv,1AfXyEkB5AEUS7oFvuDbUDqDjrjJMDZqpV,3181350000,3078300000
17188huWThZvCiaw1JfpPa2xhvuo1TTxVi,1DVtG8mfoccP4ChYddUYU81SzJUeu92KA,2232150000,2202150000
1A8d9txvSaa6zU9WPUjcZmamUkJBhAccP2,1DsScqt45R1RYjvU2akPk1PPf7W7JuHURY,1930957475,1894957475
12BophTSQvULvhba83Ms256A9a2oCRGnKe,1BD62STMGs1qYSo7xH6uoKrRQQt7MX6RPa,106000000,2847000
12BophTSQvULvhba83Ms256A9a2oCRGnKe,1GoCJFKkuQhkwqRKgGcutxCCUfMkHdpHTJ,41000000,1964000000
18WXr99cQsxQy76utA1y31hutEEh4Q8duE,1J6nGN9aTfHJDe3pM9hPHh5PAxR9yzUJFN,2773000000,2588000000
1qKLdcx463u8jLyEmSf3zR6rDWifuR7vn,1JnGe3Ut6M5npoSmSxbyUZo9cchcS1RRk9,79700000,78700000
1Y2BNfGmVAmDNvjgGPVKtia8j86oGkcrw,1NyRPrxWJZYPFvkF2mCNm3qGyiKj8mvVTb,3650600000,3576550000
1Mu15Du6M5zwQCq2LdonXgVVBZZpHy5Kdh,1NHkfrw5spbjGaPAR3RnnDGUnNYBRK9wkU,123700000,88700000
1HFD9nDMxr3n6DSVPcHodbXbodRMwhycUQ,1JABYZctvZaxscd8o7do6CwivbFPPZSrSb,1001957475,995957475
1NHkfrw5spbjGaPAR3RnnDGUnNYBRK9wkU,1qKLdcx463u8jLyEmSf3zR6rDWifuR7vn,88700000,79700000
1DJXnuPDEcVhcKh9EMf1uGADTXxmSKPrxW,179nE2jYy8rdaduCMAwzWsAFaEqNR2ftsV,1000000,100000000
1DTscQFTa3pskdzrgBzGmYzW1qJVE6JjvM,1NtbuvAeXu1xixkKwwfqyebKXK6rcWfLSW,1331591139,1330591139
1bYsSnzf1sXLKJAnt14m8sNrrEYpPTYy8,1HPcPEGYzF2EyYB9YuDuNBHyndDkELdVSe,1053591139,1051591139
1BE5XB6Uv2GCcXL8WmPZY73BDDm8ZwGovM,1KBDqPjJay9XvwNvqiqLFJ8zu6Tbp5vbz6,1886957475,1876957475
1EEdofZ74qgZvrSpg3BJWc1DyespMPty2t,1cNfQ1seETz6hZNNM7hy86A6Q1cGYw54L,314700000,294700000
1DsScqt45R1RYjvU2akPk1PPf7W7JuHURY,19rQ2MM31Xjeyco9VzwYc7tUD5KLupFPtE,1894957475,1889957475
1NtbuvAeXu1xixkKwwfqyebKXK6rcWfLSW,1GHYLJEeJp76wBa5mpWV7uYmNQR5vAr8Qi,1330591139,1329591139
1Pjqbz1ycZe4ExMM2d6zZU57izg32jiE7b,1LHwBM25kntNbhGvnpvLXDSWF9CiZxxJD8,5390951779,5375951779
1FEgwXUcFZH4Dunw8RxaiS6u6YRUthxGy5,1JLuUJwHC86fwJPiYwYXpkiDSUdkeP3X2s,659422842,625372992
1MdeJSMgMt6oSbjPdR7gVhJjZjmbHaJicm,15f64iNDA83ULaBBiRxHxeFtrren9h8Ykb,1486591139,1466591139
1NU6ZXxi5L1JP4UHWPkJyyXwJUxbZLTaKt,1CBwWX167wfGtR37Ub5k45dUM1pMdzeJ91,13995057175,13892057175
1GHYLJEeJp76wBa5mpWV7uYmNQR5vAr8Qi,1LUVVdWLThxamz63rvedfk2UKcd18QpGPm,1329591139,1228591139
1NPgqUvrm6Xh62Fn6LPS3eJ4nzxTNGEmUS,1G5dmaH7RX2T674HoHwh5KX7hZ2eJZxDuY,3258951779,3247951779
1AyF2RmV4UydW1KvN1Pqzme57ZVe7qhx5T,16eobjuqBzYBgQ8vJCyRiffwe2ikfy7kPk,25700000,14700000
18ku15YUnqD2i6NhmfsHr2JhrPGY4hxRSH,15KymEWHZQwr9HZv4xyXetQs39uWqQarWC,703100000,652100000
146ZsxzqNjkeEBS71rXH2q4yi7ztxsoemP,1B19HVKb1QHoiPX6pWernQHWJQE1aQp3bU,4900000000,4798000000
18CjtQeDFhbdBpVC3uKCmYfUsBR8kL6gSm,125sMGM9LnUSoiYVBEApDXnDSUzofiNwHv,3285400000,3181350000
1N95FvxH7KkHBu1B5tHgkKnGJoGo7f11Fr,18MBizi4W3CaXyk78iQj7HfVFAmrUf9Jej,33461000000,33452000000
17ChuxxxgV18hmS9Eei67wYcoUoLJh6aRW,1Ezaht7a4tdEA1JcjHhPRiDVQDJBvyaVvU,1939000000,1934000000
19AchHj1dNrF3wRaYm3EPscTUSt3YxXiuv,16vwKn6xfXLi2xLbE6nyvhauPwnGAqW4mQ,13287000000,1000000
16xdnvHX728TvgJMex13V9uBU3f7NwCPY1,1HmVWJdWUaSNsKogMR97dCcjhnZWCPmkF5,193391607,129391607
12vnM2iqcC9JTJJL8KyRfV4vLVTh6EWtSf,1P5MbPfmPW3YCqcbmzKVHCZqZttRHDCxcy,196391607,194391607
17RdbWy77jwwFyG82o3qbg9Czz27Lq48GZ,1771ZXB2Rr4gbLibiUTNkbXTcgKX1YeG3z,1817150000,1018150000
1CtjAqEagdHGeS9j35MCif8D6UdmLX1EsZ,13J4FE4dvyjFEA5c2ggMtqyFbmJgqH5x8a,1356591139,1334591139
19b6GnyMw79agZ2V2oNYF7ovMDZYALUo1U,1EbxmEkVxU1SKNszsqrqgiNi7RL879gRvx,4921951779,4775951779
1Kb9AzexHjrUXenauMqHZNvzKJEnp9Q21J,194JCETAqXJGSpEiWRwiXzG2tZfYBAfxnh,1296957475,1017957475
13J4FE4dvyjFEA5c2ggMtqyFbmJgqH5x8a,1MhAQxgW91UmfLgvG3p7aCfSE1poDTThYD,1334591139,1332591139
13neFzVNPVUiGUavCqW9gVC37G2G46WEUJ,1QJWWX1dFndT1Bx4DFmCar7ogPUDD8ipJd,3824700000,3766700000
161X4tmaJqmg2BLCtGAJ1FbhtgGYURdQux,17quJH7XURwdMc6CU4QsoriNhk7buFzCx6,100000000,100000000
1G6Lu3K2YqeJbFHGc7Q3nvFDVwtZfPV3qX,1BG39pGkDaE8LFQ7QaR1szfaBfcAXqDhov,4772951779,4367951779
141qB9W2trbhrhBbDKV4Jw9vo37tbb5Hax,1Mu15Du6M5zwQCq2LdonXgVVBZZpHy5Kdh,124700000,123700000
1771ZXB2Rr4gbLibiUTNkbXTcgKX1YeG3z,1YpvfwfE6999nZSfRRrKyZMV6mZVMZ4zC,1018150000,994150000
1AsdLahk1XpwzDDyvfsEgKXQfitMP6tAhS,19YFSLdhjdK6FVcGQMZ6LtTLoRji7KueXX,2440150000,2427150000
1KSHb4DizZkixcwue4DjN8RKQRgZYdthV4,1LeasZ6qpjuyeTLdgrTpy5tTQLBGWiaMck,5121951779,5021951779
12LwCGyXY8hpBz2C6aYHmABnTwVH8c169v,1JSX3SXbMGCtdx2wpu6M7cdLgBJWUpFnVM,7500000000,351000000
1LTkqrQRntsNnVveAaEBcBAvBwwgonCLWZ,1GW3u7sSMqMALWYKggQmmdYjnRKzeTLNVG,3526500000,3413450000
19rQ2MM31Xjeyco9VzwYc7tUD5KLupFPtE,1BE5XB6Uv2GCcXL8WmPZY73BDDm8ZwGovM,1889957475,1886957475
1NPgBBN2b7WQKxopCr93uVV3gQKCjBGmJj,17f4pkV4cXGEZ4gmPEPhUr3ZQT43grghvA,8000000,8000000
18CCjrEveaaHkhes2Wx5ayJSj7ieNEqhPy,1Gc7w3eUezMCeGvpjwcMqQZm3dAbEwvbhr,2331050000,2222000000
1LDzuqMmtYpLCrAznMPosChsUxWca86egL,1PEsDrRSU5TaK8hVQC8HBBeuNknXFoYdiy,120000000,10000000
1AfXyEkB5AEUS7oFvuDbUDqDjrjJMDZqpV,12Vz9McySZM6uKNHy1WWodJHD8hmeZLzyn,3078300000,3068250000
194JCETAqXJGSpEiWRwiXzG2tZfYBAfxnh,1EiYfUURSmsDPms2D4s4g57frPWfW73AU5,1017957475,1014957475
1Gq9EYGQDsVYBpq8UKdMNPECVJXLTrJptn,14JJg1F11dgNS788m1tVp7KMVR7sYwDM6w,200000000,200000000
1H3uEqAqoaGc55JStnMVG4p7Pf88sKz6LL,18CCjrEveaaHkhes2Wx5ayJSj7ieNEqhPy,2381100000,2331050000
18yF9cP7quWDuujMVsqTRwchiE8wj7zgeZ,1MfmFRyHSqSXWiT9we9sEAZ9BDNMWTVkbg,1273391607,1263391607
1JxuV661oB1u2zd7sBgW9NAT9CvMnXA284,141qB9W2trbhrhBbDKV4Jw9vo37tbb5Hax,125700000,124700000
1JnGe3Ut6M5npoSmSxbyUZo9cchcS1RRk9,1FC87UaqsTMVjHRH21i9sMPQqrv1vBPHZ2,78700000,54700000
1NoSKJUomPtRcr53jhK2yLfux8xY8YdnQw,16TVrE1pdX4sS9robDFoNxqYFtmQpXfEgz,62391607,52391607
19YZXydMumwBLVhTPdK1AjmSTwjzXvK4uk,1bYsSnzf1sXLKJAnt14m8sNrrEYpPTYy8,1063591139,1053591139
1E6Lmix262igx6qzDe99DxBdam6D5KaxqY,1DyLG3cqHrmyXvHsQshNBnu2mxnowudia4,976150000,954150000
1AJLUp9sqn7RoimyMhFFxrrX28PjfzDS2p,17188huWThZvCiaw1JfpPa2xhvuo1TTxVi,2249150000,2232150000
16eobjuqBzYBgQ8vJCyRiffwe2ikfy7kPk,1PsgGLLVEMXX47E6MGSJnQoG9yYD9ujhqX,14700000,12700000
1KBDqPjJay9XvwNvqiqLFJ8zu6Tbp5vbz6,1DKbiuGxzQQZ2DERA1UpNTGN7XX3o1WWEZ,1876957475,1767957475
14ExronPRN44urf4jqPMyoAN46T75MKGgP,1LjH2FMwym4NE5GFeBxyNpK9sTXkKewj1z,3000000,3000000
1PsgGLLVEMXX47E6MGSJnQoG9yYD9ujhqX,1CedCKQJRBsjVDUUK6GB7PddyT2T7o62wf,12700000,11700000
1YpvfwfE6999nZSfRRrKyZMV6mZVMZ4zC,1QL9QLGNrPrAP7PFahRZTen8FfqfMwWKYt,994150000,983150000
112Wg86Uh21hcVHXEPQkKi9XmYa98h38tG,17RdbWy77jwwFyG82o3qbg9Czz27Lq48GZ,1999150000,1817150000
1CedCKQJRBsjVDUUK6GB7PddyT2T7o62wf,1C7Y7SxBKssv7qSN78gLZJ2xDET59m7nVH,11700000,3700000
1NYZDEPkpy3Du3a3JkpwoMWdNPkM9YYY1,155aogeD9amWRvrmHmBoE4KUobhgKJoCXv,1074391607,385391607
1JsPFq9dWHAxccEpcfrx5vtuhLkVjDWBei,1LAT9wEQhi8hPGTAXgXBmsoLpKDfuagFUB,10727100000,10708100000
15f64iNDA83ULaBBiRxHxeFtrren9h8Ykb,1GxF7ixd7VdYRc7XWAQV9Ty1JrzZvvZ9VS,1466591139,1456591139
1EjGpB7emYEbrDKwRn3KwKBQuwdok4BUJA,1BiJXNWbyqy82h8zWsYqxfWDc4rRLAoDC5,384391607,264391607
17QJeqHMhbWrkyXxhzgqmKaxJzm3nGKZYb,1Aa5t9R6KxHZyZfJvJXaVN4fKVXUYhvpxB,40000000,1000000
1G2QxQhWwDdj2KSTpy2VBmg8FFnxGvvegc,1D7i9UyRNdqj5fBhvojwjDrJsXz2RJtVto,36000000,2500000000
1DyLG3cqHrmyXvHsQshNBnu2mxnowudia4,1GJvaqhh3LQL52q2thY5ZB5G4PsC1qphg5,954150000,532150000
1AFxUX1uUXDqjAPoeSmmxhefWF1ZeGWMuD,1N6Z5gFhx2E3SwKZkiqucUpeX1VWqHr5xZ,8319100356,8316100356
1GoWmwQqQ9y1kiDapGGyvRyrj3EqjBUYLh,1NPgqUvrm6Xh62Fn6LPS3eJ4nzxTNGEmUS,3266951779,3258951779
1KEUpgzsd6d3URdNcgqZEPcAor94Ee2xeS,1HU3nYGb1H7Z3oXKxPsiXoQx8xR1CtdM7R,4860866296,4850819904
1fXGK7bmkNGmf1Q5dsu6Xzd2DEoYofHNk,1Mcj4RQu2ttwypuBHnp4T7qJVNofkPRpKt,3046951779,3039951779
1Efyse3KsvYfdVwmGVPYMX5isxwpGPiaDX,12vnM2iqcC9JTJJL8KyRfV4vLVTh6EWtSf,210391607,196391607
1EiYfUURSmsDPms2D4s4g57frPWfW73AU5,1HFD9nDMxr3n6DSVPcHodbXbodRMwhycUQ,1014957475,1001957475
1FTKcZVf52HXSVw2DvAUiHsrrkewknkUbZ,112Wg86Uh21hcVHXEPQkKi9XmYa98h38tG,2049150000,1999150000
18Bi6t3jX4Riz3HRusmakLFu57ETeQpYSg,1CfGG87oGyhqSEJBgQx3p6n2zDR4MTFxVB,974591139,957591139
13JwM2cFX5Yc1ZUx7ocDSwvMNfWSu9m2tA,123uvcsktHwKBa2z3oJ4zy1rPSZwFqrPBT,2549200000,2431150000
1SGk1rnuKbpitTpxJk42hrCTbvEjWHUDn,15N2jyoLELpEQj6b57qW3hjPnNZkPRGZS5,99950000,97900000
1F15a596CqSMD1p5BXNUNe8GMUibU9bhsh,15bqrNu36EuBBfTUJqv9xc19eE58GSDrAv,5374951779,5172951779
1JAoVDarXjUpsVeh7FGzpBxxeTLf2udUEL,1CA36g9HHiakV1g5tniC72nsbj9ByWGffs,50000000,201000000
1G47GVjFUBKF18UD3LD2vNRNyW4uk5ZSMN,14ft2x7A3vDQ6Q45mg4umCvRuqFx6QfZv1,4000000,2000000
17QKbW3iEQc9wWqa39vM1tWSDmosJuyx6S,18ZMpafJ8ZQnAF9g1a6ddMNSfWfmuXCAAd,758957475,757957475
1PedxPkfTv9UXnv93UhXvCoJBPxjtBKLJH,19FyPyjmmyY5WMQat5UXuTLreqRLCKRQ3V,17074216,7024216
1QL9QLGNrPrAP7PFahRZTen8FfqfMwWKYt,1E6Lmix262igx6qzDe99DxBdam6D5KaxqY,983150000,976150000
1HmVWJdWUaSNsKogMR97dCcjhnZWCPmkF5,13LTH5P1bgHRA5ZiRvsFGSiuPN4fE8KsRp,129391607,105391607
1BiJXNWbyqy82h8zWsYqxfWDc4rRLAoDC5,1BVQu26uM5DfUEXMWsXsiCFYgduWUXq1JM,264391607,250391607
1QJWWX1dFndT1Bx4DFmCar7ogPUDD8ipJd,1LRoSV3FF4Mp65whFXih48HrPtrL3fSX5P,3766700000,3703650000
1MfmFRyHSqSXWiT9we9sEAZ9BDNMWTVkbg,1NYZDEPkpy3Du3a3JkpwoMWdNPkM9YYY1,1263391607,1074391607
1DrzDs9Gvqn4AZ5PfqQ3UGZSL8wbL7BWku,1B6HFs2AFgkNacLfqDsWE69vRzCdhbZoZ6,261700000,181700000
1Hc9W9h5e3T1qzxN7Rr1VNqwaqVzWnEouZ,1AyF2RmV4UydW1KvN1Pqzme57ZVe7qhx5T,36700000,25700000
1Pda1KmpCG3UiJZH6mFQqdyxh8D6GHmJzo,17AA3uTdhnMKz6MDo2BZU1oXCT3GtmAVJn,950700000,150650000
1EbxmEkVxU1SKNszsqrqgiNi7RL879gRvx,1JBd5bC4SG2fVY6cTGch4AWLv4Nshf41qd,4775951779,4773951779
1cNfQ1seETz6hZNNM7hy86A6Q1cGYw54L,1DrzDs9Gvqn4AZ5PfqQ3UGZSL8wbL7BWku,294700000,261700000
17Zt8AbYzWn8rhfeL6DH2h1NsKPUFdRuzV,1A8d9txvSaa6zU9WPUjcZmamUkJBhAccP2,1931957475,1930957475
1B6HFs2AFgkNacLfqDsWE69vRzCdhbZoZ6,1JxuV661oB1u2zd7sBgW9NAT9CvMnXA284,181700000,125700000
1P5MbPfmPW3YCqcbmzKVHCZqZttRHDCxcy,16xdnvHX728TvgJMex13V9uBU3f7NwCPY1,194391607,193391607
12XcjbQXCwDMJo8TA4YrWukSsWYVGp2Ggk,18yF9cP7quWDuujMVsqTRwchiE8wj7zgeZ,1275391607,1273391607
