"VIN","ReceivedAt","CreatedAt","Latitude","Longitude","Heading_deg","Altitude_m","GNSS_Speed_kmh","GNSSStatus","WheelSpeed_kmh","TachoSpeed_kmh","TriggerType"
"VF611AEA4SD000273","2026-03-16T09:26:45.496Z","2026-03-16T09:26:44.000Z",51.793052,-0.018224,272,53,0,,0,0,"IGNITION_ON"
"VF611AEA4SD000273","2026-03-16T09:26:55.116Z","2026-03-16T09:26:52.000Z",51.793052,-0.018224,272,53,0,,0.71875,1.796875,"MOVEMENT"
"VF611AEA4SD000273","2026-03-16T09:28:52.638Z","2026-03-16T09:28:52.000Z",51.792341,-0.019719,151,55,0,,0,,"TIMER"
"VF611AEA4SD000273","2026-03-16T09:29:42.510Z","2026-03-16T09:28:43.000Z",51.792341,-0.019719,151,55,0.7416,,0,0.796875,"NO_MOVEMENT"
"VF611AEA4SD000273","2026-03-16T09:29:42.650Z","2026-03-16T09:29:40.000Z",51.792341,-0.019719,151,55,0,,0,0,"IGNITION_OFF"
"VF611AEA4SD000273","2026-03-16T09:32:38.287Z","2026-03-16T09:32:37.000Z",51.792341,-0.019719,151,55,0,,0,0,"TIMER"
"VF611AEA4SD000273","2026-03-16T09:38:49.456Z","2026-03-16T09:38:48.000Z",51.792341,-0.019719,151,55,0,,0,0,"IGNITION_ON"
"VF611AEA4SD000273","2026-03-16T09:38:52.578Z","2026-03-16T09:38:51.000Z",51.792341,-0.019719,151,55,0,,0,0,"IGNITION_OFF"
"VF611AEA4SD000273","2026-03-16T09:38:55.870Z","2026-03-16T09:38:54.000Z",51.792341,-0.019719,151,55,0,,0,0,"IGNITION_ON"
"VF611AEA4SD000273","2026-03-16T09:40:34.106Z","2026-03-16T09:39:08.000Z",51.792341,-0.019719,151,55,0,,0.4765625,0.69921875,"MOVEMENT"
"VF620JEA7PB000178","2026-03-16T00:22:46.338Z","2026-03-16T00:20:57.000Z",52.102087,0.163835,0,28,0,,0,,"TIMER"
"VF620JEA7PB000178","2026-03-16T01:24:22.937Z","2026-03-16T01:22:16.000Z",52.102097,0.163824,0,25,0,,0,,"TIMER"
"VF620JEA7PB000178","2026-03-16T02:10:48.355Z","2026-03-16T02:10:47.000Z",52.102072,0.163819,0,33,0,,0,,"TIMER"
"VF620JEA7PB000178","2026-03-16T03:28:52.928Z","2026-03-16T03:27:04.000Z",52.102142,0.163811,0,26,0,,0,,"TIMER"
"VF620JEA7PB000178","2026-03-16T04:30:30.219Z","2026-03-16T04:28:23.000Z",52.102055,0.163844,0,27,0,,0,,"TIMER"
"VF620JEA7PB000178","2026-03-16T05:10:47.869Z","2026-03-16T05:10:47.000Z",52.102052,0.163848,0,32,0,,0,,"TIMER"
"VF620JEA7PB000178","2026-03-16T06:35:23.503Z","2026-03-16T06:33:34.000Z",52.10212,0.163761,0,27,0,,0,,"TIMER"
"VF620JEA7PB000178","2026-03-16T07:35:30.685Z","2026-03-16T07:35:29.000Z",52.1021,0.163821,0,37,0,,0,,"DRIVER_LOGIN"
"VF620JEA7PB000178","2026-03-16T07:35:33.001Z","2026-03-16T07:34:53.000Z",52.1021,0.163821,0,37,0,,0,,"TIMER"
"VF620JEA7PB000178","2026-03-16T07:35:33.003Z","2026-03-16T07:34:53.000Z",52.1021,0.163821,0,37,0,,0,,"IGNITION_ON"
"VF620JEA7PB000178","2026-03-16T07:36:06.994Z","2026-03-16T07:36:05.000Z",52.102095,0.163832,0,30,0,,0,,"DRIVER_1_WORKING_STATE_CHANGED"
"VF620JEA7PB000178","2026-03-16T07:40:00.167Z","2026-03-16T07:39:55.000Z",52.102093,0.163831,0,30,0,,0.805,,"MOVEMENT"
"VF620JEA7PB000178","2026-03-16T07:40:49.216Z","2026-03-16T07:40:48.000Z",52.101447,0.162066,244,31,13.518,,13.685,,"TIMER"
"VF620JEA7PB000178","2026-03-16T07:41:05.978Z","2026-03-16T07:41:04.000Z",52.101424,0.161216,266,30,9.0756,,8.855,,"DRIVER_1_WORKING_STATE_CHANGED"
"VF620JEA7PB000178","2026-03-16T07:41:49.139Z","2026-03-16T07:41:48.000Z",52.101402,0.161086,266,30,0,,0,,"TIMER"
"VF620JEA7PB000178","2026-03-16T07:42:31.500Z","2026-03-16T07:42:30.000Z",52.101394,0.161087,266,31,0,,0,,"TIMER"
"VF620JEA7PB000178","2026-03-16T07:43:12.768Z","2026-03-16T07:43:11.000Z",52.10139,0.161086,266,32,0,,0,,"DRIVER_1_WORKING_STATE_CHANGED"
"VF620JEA7PB000178","2026-03-16T07:51:33.494Z","2026-03-16T07:46:33.000Z",52.101677,0.161228,78,43,1.4832,,0,,"NO_MOVEMENT"
"VF620JEA7PB000178","2026-03-16T07:57:10.447Z","2026-03-16T07:57:09.000Z",52.101734,0.161467,62,35,0,,0,,"IGNITION_OFF"
"VF620JEA7PB000178","2026-03-16T08:10:48.989Z","2026-03-16T08:10:47.000Z",52.101677,0.161444,62,30,0,,0,,"TIMER"
"VF620JEA7PB000178","2026-03-16T08:29:03.445Z","2026-03-16T08:29:01.000Z",52.101698,0.161523,62,38,0,,0,,"IGNITION_ON"
"VF620JEA7PB000178","2026-03-16T08:31:02.837Z","2026-03-16T07:56:43.000Z",52.101773,0.16131,78,51,0,,0.805,,"MOVEMENT"
"VF620JEA7PB000178","2026-03-16T08:31:49.168Z","2026-03-16T08:31:48.000Z",52.10167,0.162474,153,35,5.3712,,4.83,,"TIMER"
"VF620JEA7PB000178","2026-03-16T08:32:05.962Z","2026-03-16T08:32:05.000Z",52.101406,0.162094,271,33,8.334,,8.05,,"DRIVER_1_WORKING_STATE_CHANGED"
"VF620JEA7PB000178","2026-03-16T08:32:31.503Z","2026-03-16T08:32:30.000Z",52.101433,0.162083,113,32,1.8504,,1.61,,"TIMER"
"VF620JEA7PB000178","2026-03-16T08:35:07.995Z","2026-03-16T08:35:05.000Z",52.10139,0.162068,169,30,0,,0,,"DRIVER_1_WORKING_STATE_CHANGED"
"VF620JEA7PB000178","2026-03-16T08:37:38.529Z","2026-03-16T08:32:38.000Z",52.101393,0.162081,169,31,1.296,,0,,"NO_MOVEMENT"
"VF620JEA7PB000178","2026-03-16T08:46:08.456Z","2026-03-16T08:46:05.000Z",52.101399,0.162058,169,29,0,,0.805,,"MOVEMENT"
"VF620JEA7PB000178","2026-03-16T08:46:40.970Z","2026-03-16T08:46:40.000Z",52.101413,0.160989,274,31,0,,0,,"IGNITION_OFF"
"VF620JEA7PB000178","2026-03-16T08:46:40.977Z","2026-03-16T08:46:34.000Z",52.10141,0.160996,274,31,2.2212,,0,,"NO_MOVEMENT"
"VF620JEA7PB000178","2026-03-16T08:46:49.061Z","2026-03-16T08:46:48.000Z",52.101418,0.160983,274,30,0,,0,,"TIMER"
"VF620JEA7PB000178","2026-03-16T08:53:10.467Z","2026-03-16T08:53:09.000Z",52.101401,0.160969,274,32,0,,0,,"IGNITION_ON"
"VF620JEA7PB000178","2026-03-16T08:53:42.225Z","2026-03-16T08:53:40.000Z",52.101398,0.160968,274,33,0,,0.805,,"MOVEMENT"
"VF620JEA7PB000178","2026-03-16T08:54:49.106Z","2026-03-16T08:54:48.000Z",52.102245,0.157082,280,31,61.6716,,62.79,,"TIMER"
"VF620JEA7PB000178","2026-03-16T08:55:06.219Z","2026-03-16T08:55:04.000Z",52.102639,0.152437,269,33,80.748,,81.305,,"DRIVER_1_WORKING_STATE_CHANGED"
"VF620JEA7PB000178","2026-03-16T08:55:49.226Z","2026-03-16T08:55:48.000Z",52.100547,0.142542,234,38,55.9296,,57.96,,"TIMER"
"VF620JEA7PB000178","2026-03-16T08:56:49.255Z","2026-03-16T08:56:48.000Z",52.099751,0.140919,232,43,0,,0,,"TIMER"
"VF620JEA7PB000178","2026-03-16T08:57:01.705Z","2026-03-16T08:56:08.000Z",52.099746,0.14092,232,41,1.296,,0,,"NO_MOVEMENT"
"VF620JEA7PB000178","2026-03-16T08:57:01.776Z","2026-03-16T08:57:00.000Z",52.099754,0.140932,232,42,0,,0,,"IGNITION_OFF"
"VF620JEA7PB000178","2026-03-16T08:58:11.534Z","2026-03-16T08:58:10.000Z",52.099752,0.140932,232,42,0,,0,,"DRIVER_1_WORKING_STATE_CHANGED"
"VF620JEA7PB000178","2026-03-16T09:00:06.943Z","2026-03-16T09:00:05.000Z",52.099744,0.140923,232,41,0,,0,,"IGNITION_ON"
"VF620JEA7PB000178","2026-03-16T09:00:48.053Z","2026-03-16T09:00:26.000Z",52.099737,0.140919,232,41,0,,0.805,,"MOVEMENT"
"VF620JEA7PB000178","2026-03-16T09:01:49.213Z","2026-03-16T09:01:48.000Z",52.09617,0.131548,243,37,52.596,,54.74,,"TIMER"
"VF620JEA7PB000178","2026-03-16T09:02:05.914Z","2026-03-16T09:02:04.000Z",52.095169,0.128618,241,37,39.2616,,37.03,,"DRIVER_1_WORKING_STATE_CHANGED"
"VF620JEA7PB000178","2026-03-16T09:02:31.680Z","2026-03-16T09:02:30.000Z",52.093421,0.124569,226,36,54.45,,53.935,,"TIMER"
"VF620JEA7PB000178","2026-03-16T09:02:49.692Z","2026-03-16T09:02:48.000Z",52.091855,0.121714,227,37,52.596,,53.13,,"TIMER"
"VF620JEA7PB000178","2026-03-16T09:03:49.255Z","2026-03-16T09:03:48.000Z",52.084713,0.110065,209,40,75.5604,,74.865,,"TIMER"
"VF620JEA7PB000178","2026-03-16T09:04:49.232Z","2026-03-16T09:04:48.000Z",52.078907,0.093983,245,42,80.748,,81.305,,"TIMER"
"VF620JEA7PB000178","2026-03-16T09:05:49.290Z","2026-03-16T09:05:48.000Z",52.07708,0.086671,328,39,35.928,,37.835,,"TIMER"
"VF620JEA7PB000178","2026-03-16T09:06:49.260Z","2026-03-16T09:06:48.000Z",52.084351,0.077326,322,33,64.2636,,62.79,,"TIMER"
"VF620JEA7PB000178","2026-03-16T09:07:49.223Z","2026-03-16T09:07:48.000Z",52.088944,0.074215,339,29,32.2236,,32.2,,"TIMER"
"VF620JEA7PB000178","2026-03-16T09:08:49.229Z","2026-03-16T09:08:48.000Z",52.093333,0.071748,344,30,32.04,,32.2,,"TIMER"
"VF620JEA7PB000178","2026-03-16T09:09:49.351Z","2026-03-16T09:09:48.000Z",52.096934,0.069132,319,28,41.67,,41.86,,"TIMER"
"VF620JEA7PB000178","2026-03-16T09:10:48.658Z","2026-03-16T09:10:47.000Z",52.099786,0.060355,310,27,42.5952,,44.275,,"TIMER"
"VF620JEA7PB000178","2026-03-16T09:10:49.126Z","2026-03-16T09:10:48.000Z",52.099855,0.06022,309,27,43.1532,,44.275,,"TIMER"
"VF620JEA7PB000178","2026-03-16T09:11:49.293Z","2026-03-16T09:11:48.000Z",52.104027,0.052477,305,27,41.1156,,37.835,,"TIMER"
"VF620JEA7PB000178","2026-03-16T09:12:31.737Z","2026-03-16T09:12:30.000Z",52.10642,0.046702,303,26,40.0032,,40.25,,"TIMER"
"VF620JEA7PB000178","2026-03-16T09:12:49.248Z","2026-03-16T09:12:48.000Z",52.1075,0.044092,304,26,40.9284,,38.64,,"TIMER"
"VF620JEA7PB000178","2026-03-16T09:13:49.288Z","2026-03-16T09:13:48.000Z",52.10794,0.042907,259,25,0,,0,,"TIMER"
"VF620JEA7PB000178","2026-03-16T09:15:49.248Z","2026-03-16T09:15:48.000Z",52.10132,0.0364,229,27,43.5204,,44.275,,"TIMER"
"VF620JEA7PB000178","2026-03-16T09:16:49.256Z","2026-03-16T09:16:48.000Z",52.094514,0.033683,203,26,63.8928,,64.4,,"TIMER"
"VF620JEA7PB000178","2026-03-16T09:17:49.286Z","2026-03-16T09:17:48.000Z",52.091296,0.035673,125,29,20.556,,20.125,,"TIMER"
"VF620JEA7PB000178","2026-03-16T09:18:49.267Z","2026-03-16T09:18:48.000Z",52.091247,0.037805,156,32,4.446,,3.22,,"TIMER"
"VF620JEA7PB000178","2026-03-16T09:21:14.648Z","2026-03-16T09:19:31.000Z",52.091304,0.037879,36,31,0.9252,,0,,"NO_MOVEMENT"
"VF620JEA7PB000178","2026-03-16T09:21:14.680Z","2026-03-16T09:21:13.000Z",52.091319,0.037896,36,30,0,,0,,"IGNITION_OFF"
"VF620JEA7PB000178","2026-03-16T09:22:05.685Z","2026-03-16T09:22:04.000Z",52.091319,0.037895,36,30,0,,0,,"DRIVER_1_WORKING_STATE_CHANGED"
"VF620JEA7PB000178","2026-03-16T09:22:31.643Z","2026-03-16T09:22:30.000Z",52.091319,0.037895,36,30,0,,0,,"TIMER"
"VF620JEA7PB000178","2026-03-16T09:23:37.581Z","2026-03-16T09:23:36.000Z",52.091319,0.037895,36,30,0,,0,,"IGNITION_ON"
"VF620JEA7PB000178","2026-03-16T09:23:54.790Z","2026-03-16T09:23:52.000Z",52.091319,0.037895,36,30,0,,0.805,,"MOVEMENT"
"VF620JEA7PB000178","2026-03-16T09:24:02.197Z","2026-03-16T09:24:01.000Z",52.091196,0.037785,219,30,0,,0,,"IGNITION_OFF"
"VF620JEA7PB000178","2026-03-16T09:24:02.285Z","2026-03-16T09:24:00.000Z",52.091199,0.03779,219,30,2.9628,,0,,"NO_MOVEMENT"
"VF620JEA7PB000178","2026-03-16T09:31:30.400Z","2026-03-16T09:31:29.000Z",52.091201,0.037787,219,30,0,,0,,"IGNITION_ON"
"VF620JEA7PB000178","2026-03-16T09:31:46.926Z","2026-03-16T09:31:43.000Z",52.091201,0.037787,219,30,0,,0.805,,"MOVEMENT"
"VF620JEA7PB000178","2026-03-16T09:36:49.304Z","2026-03-16T09:36:48.000Z",52.091879,0.034231,302,27,32.04,,31.395,,"TIMER"
"VF620JEA7PB000178","2026-03-16T09:37:06.084Z","2026-03-16T09:37:05.000Z",52.092151,0.033504,329,23,0,,0,,"DRIVER_1_WORKING_STATE_CHANGED"
"VF620JEA7PB000178","2026-03-16T09:37:49.278Z","2026-03-16T09:37:48.000Z",52.093621,0.033057,21,24,54.8208,,57.155,,"TIMER"
"VF620JEA7PB000178","2026-03-16T09:38:49.330Z","2026-03-16T09:38:48.000Z",52.100705,0.035154,344,25,3.3336,,1.61,,"TIMER"
"VF620JEA7PB000178","2026-03-16T09:39:49.259Z","2026-03-16T09:39:48.000Z",52.103978,0.032783,326,23,30.9276,,32.2,,"TIMER"
"VF620JEA7PB000178","2026-03-16T09:40:49.319Z","2026-03-16T09:40:48.000Z",52.108901,0.033312,353,22,44.0784,,41.86,,"TIMER"
"VF620JEA7PB000178","2026-03-16T09:41:49.424Z","2026-03-16T09:41:48.000Z",52.11185,0.030471,242,21,19.6308,,21.735,,"TIMER"
"VF620JEA7PB000178","2026-03-16T09:42:26.130Z","2026-03-16T09:42:18.000Z",52.111458,0.029329,245,24,1.4832,,0,,"NO_MOVEMENT"
"VF620JEA7PB000178","2026-03-16T09:42:26.138Z","2026-03-16T09:42:25.000Z",52.111464,0.029325,245,21,0,,0,,"IGNITION_OFF"
"VF620JEA7PB000178","2026-03-16T09:42:31.523Z","2026-03-16T09:42:30.000Z",52.111478,0.029329,245,19,0,,0,,"TIMER"
"VF620JEA7PB000178","2026-03-16T09:42:49.269Z","2026-03-16T09:42:48.000Z",52.111483,0.02933,245,18,0,,0,,"TIMER"
"VF620JEA7PB000178","2026-03-16T09:44:25.149Z","2026-03-16T09:44:24.000Z",52.111481,0.029329,245,18,0,,0,,"DRIVER_1_WORKING_STATE_CHANGED"
"VF620JEA7PB000178","2026-03-16T09:51:49.984Z","2026-03-16T09:51:49.000Z",52.111472,0.029327,245,20,0,,0,,"IGNITION_ON"
"VF620JEA7PB000178","2026-03-16T09:55:01.563Z","2026-03-16T09:54:59.000Z",52.111459,0.029321,245,24,0.5544,,0.805,,"MOVEMENT"
"VF620JEA7PB000178","2026-03-16T09:55:49.307Z","2026-03-16T09:55:48.000Z",52.110437,0.026661,243,25,2.7792,,1.61,,"TIMER"
"VF620JEA7PB000178","2026-03-16T09:56:05.687Z","2026-03-16T09:56:04.000Z",52.1104,0.026561,240,25,0,,0,,"DRIVER_1_WORKING_STATE_CHANGED"
"VF620JEA7PB000178","2026-03-16T09:58:06.278Z","2026-03-16T09:58:04.000Z",52.110397,0.026548,240,26,0,,0,,"DRIVER_1_WORKING_STATE_CHANGED"
"VF620JEA7PB000178","2026-03-16T10:00:33.459Z","2026-03-16T09:55:58.000Z",52.110401,0.026559,240,25,1.296,,0,,"NO_MOVEMENT"
"VF620JEA7PB000178","2026-03-16T10:00:33.498Z","2026-03-16T10:00:32.000Z",52.110397,0.02655,240,26,0,,0,,"IGNITION_OFF"
"VF620JEA7PB000178","2026-03-16T10:00:40.588Z","2026-03-16T10:00:39.000Z",52.110397,0.02655,240,26,0,,0,,"IGNITION_ON"
"VF620JEA7PB000178","2026-03-16T10:01:04.726Z","2026-03-16T10:01:02.000Z",52.110397,0.026551,240,26,0,,0.805,,"MOVEMENT"
"VF620JEA7PB000178","2026-03-16T10:01:49.462Z","2026-03-16T10:01:48.000Z",52.108686,0.020926,219,22,37.224,,37.835,,"TIMER"
"VF620JEA7PB000178","2026-03-16T10:02:05.685Z","2026-03-16T10:02:04.000Z",52.107886,0.018929,246,21,32.7816,,32.2,,"DRIVER_1_WORKING_STATE_CHANGED"
"VF620JEA7PB000178","2026-03-16T10:02:31.698Z","2026-03-16T10:02:30.000Z",52.106344,0.016786,238,21,31.4856,,32.2,,"TIMER"
"VF620JEA7PB000178","2026-03-16T10:02:49.341Z","2026-03-16T10:02:48.000Z",52.105392,0.015039,227,22,31.6692,,32.2,,"TIMER"
"VF620JEA7PB000178","2026-03-16T10:03:49.332Z","2026-03-16T10:03:48.000Z",52.102403,0.01112,251,22,31.8528,,31.395,,"TIMER"
"VF620JEA7PB000178","2026-03-16T10:04:49.354Z","2026-03-16T10:04:48.000Z",52.09977,0.006373,254,25,24.0768,,24.15,,"TIMER"
