"osm_id","name","access","active_traffic_management","admin_name","alt_name","bicycle","bridge","bridge.name","bridge_ref","carriageway_ref","carriageway_ref.backward","carriageway_ref.forward","change","change.lanes","check_date","construction_contract_name","cycleway","cycleway.both","destination","destination.colour","destination.lanes","destination.ref","destination.ref.lanes","destination.ref.to","destination.symbol","destination.symbol.lanes","embankment","enforcement.maxspeed","foot","from.motorway","hazard","highway","highway_1","incline","int_ref","is_in","junction.ref","lane_markings","lanes","lanes.backward","lanes.forward","layer","lit","maxheight","maxheight.signed","maxspeed","maxspeed.advisory","maxspeed.enforcement","maxspeed.type","maxspeed.variable","mkgmap.flare.check","motor_vehicle","national_highways.area","note","old_ref","oneway","opening_date","operator","operator.wikidata","placement","placement.forward","project_name","proposed.active_traffic_management","ref","shoulder","shoulder.surface","sidewalk","smoothness","source","source.bridge","source.destination","source.lit","source.maxspeed","source.operator","start_date","surface","traffic_calming","tunnel","turn","turn.lanes","turn.lanes.forward","width","start_longitude","start_latitude","end_longitude","end_latitude"
"131908652",NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heathrow",NA,NA,"M4 West",NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway_link",NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,"yes",NA,NA,"50 mph",NA,NA,"sign","no",NA,NA,"DBFO5",NA,NA,"yes",NA,"National Highways","Q5760006",NA,NA,NA,NA,"M4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,-0.4527762,51.4952451,-0.453933,51.495205
"131908653",NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Central London;Hammersmith;Hayes;Heathrow",NA,NA,"M4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway_link",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"yes",NA,NA,"50 mph",NA,NA,"sign","no",NA,NA,"DBFO5",NA,NA,"yes",NA,"National Highways","Q5760006",NA,NA,NA,NA,"M4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,-0.4529286,51.4970274,-0.45179,51.496021
"131908654",NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Central London;Hayes",NA,NA,"M4 East",NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway_link",NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,"yes",NA,NA,"50 mph",NA,NA,"sign","no",NA,NA,"DBFO5",NA,NA,"yes",NA,"National Highways","Q5760006",NA,NA,NA,NA,"M4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,-0.4539353,51.4961973,-0.4528461,51.4963076
"132686371",NA,NA,"yes",NA,NA,NA,NA,NA,NA,"HG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway_link",NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,"yes","default",NA,"70 mph",NA,NA,"GB:motorway","peak_traffic",NA,NA,"DBFO5",NA,NA,"yes",NA,"National Highways","Q5760006",NA,NA,NA,NA,NA,"yes",NA,NA,NA,"bing",NA,NA,NA,NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,-0.1223226,51.2633454,-0.1171783,51.2614717
"132788712",NA,NA,"yes",NA,NA,NA,NA,NA,NA,"L",NA,NA,NA,NA,NA,NA,NA,NA,"Dartford;Canterbury",NA,"London (SE & C);Bexleyheath|Dartford (A225)|Canterbury (M2)","A225;A2 East","A2 (W)||A2 (E)",NA,NA,NA,NA,NA,NA,NA,NA,"motorway_link",NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,"yes",NA,NA,"70 mph",NA,NA,"GB:motorway","peak_traffic",NA,NA,"DBFO5",NA,NA,"yes",NA,"National Highways","Q5760006",NA,NA,NA,NA,"M25",NA,NA,NA,NA,NA,NA,NA,NA,"survey",NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,0.2367782,51.424287,0.2370012,51.4246021
"132788718",NA,NA,"yes",NA,NA,NA,NA,NA,NA,"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway_link",NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,"yes",NA,NA,"70 mph",NA,NA,"GB:motorway","peak_traffic",NA,NA,"DBFO5",NA,NA,"yes",NA,"National Highways","Q5760006",NA,NA,NA,NA,"M25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,0.2375294,51.4241583,0.2354841,51.4223509
"132999458",NA,NA,"yes",NA,NA,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,"(M23);(M3);(M4);Gatwick;Heathrow",NA,NA,"M25 (W)",NA,NA,"airport",NA,NA,NA,NA,NA,NA,"motorway_link",NA,NA,NA,NA,"5",NA,"1",NA,NA,NA,"yes",NA,NA,"70 mph",NA,NA,"GB:motorway","peak_traffic",NA,NA,"DBFO5",NA,NA,"yes",NA,"National Highways","Q5760006",NA,NA,NA,NA,"M25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,0.1415345,51.2898402,0.1346329,51.2888272
"133000364",NA,NA,"yes",NA,NA,NA,NA,NA,NA,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"London (E&C) Romford|Southend Basildon","A127",NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway_link",NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,"yes",NA,NA,"70 mph",NA,NA,"GB:motorway","peak_traffic",NA,NA,"DBFO5",NA,NA,"yes",NA,"National Highways","Q5760006",NA,NA,NA,NA,"M25",NA,NA,NA,NA,NA,NA,NA,"GPS and photos [bidirectional]",NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,0.2856366,51.5710034,0.2848858,51.5715799
"133159348",NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway_link",NA,NA,NA,NA,"6",NA,"1",NA,NA,NA,"yes",NA,NA,"70 mph",NA,NA,"GB:motorway","peak_traffic",NA,NA,"4",NA,NA,"yes",NA,"National Highways","Q5760006",NA,NA,NA,NA,"M20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,0.5191614,51.2992965,0.5217652,51.2987954
"133267622",NA,NA,"yes",NA,NA,NA,NA,NA,NA,"C",NA,NA,NA,NA,NA,NA,NA,NA,"Ashford;Channel Tunnel;Dover",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway_link",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"yes",NA,NA,"70 mph",NA,NA,"GB:motorway","peak_traffic",NA,NA,"4",NA,NA,"yes",NA,"National Highways","Q5760006",NA,NA,NA,NA,"M20",NA,NA,NA,NA,NA,NA,"http://www.autobahn-bilder.de",NA,"survey",NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,0.5083425,51.2986812,0.5144812,51.2990719
"133267623",NA,NA,"yes",NA,NA,NA,NA,NA,NA,"D",NA,NA,NA,NA,NA,NA,NA,NA,"London",NA,NA,"M20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway_link",NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,"yes","default",NA,NA,NA,NA,NA,"peak_traffic",NA,NA,"4",NA,NA,"yes",NA,"National Highways","Q5760006",NA,NA,NA,NA,"M20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,0.5082636,51.2982541,0.4994148,51.2971149
"135762884",NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South Wales;Swindon",NA,NA,"M4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway_link",NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,"no",NA,NA,"70 mph",NA,NA,"GB:motorway","no",NA,NA,"3",NA,NA,"yes",NA,"National Highways","Q5760006",NA,NA,NA,NA,"M4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"|merge_to_left",NA,NA,-1.3126281,51.4523203,-1.3161318,51.4524725
"135762885",NA,NA,"no",NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South Wales;Swindon",NA,NA,"M4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway_link",NA,NA,NA,NA,NA,NA,"2",NA,NA,"1","no",NA,NA,"70 mph",NA,NA,"GB:motorway","no",NA,NA,"3",NA,NA,"yes",NA,"National Highways","Q5760006",NA,NA,NA,NA,"M4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.3122265,51.452313,-1.3126281,51.4523203
"135762886",NA,NA,"no",NA,NA,NA,NA,NA,NA,"L",NA,NA,NA,NA,NA,NA,NA,NA,"Newbury;Oxford",NA,NA,"A34",NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway_link",NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,"yes",NA,NA,"70 mph",NA,NA,"GB:motorway","no",NA,NA,"3",NA,NA,"yes",NA,"National Highways","Q5760006",NA,NA,NA,NA,"M4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.3119171,51.4529996,-1.3111128,51.4532506
"135762887",NA,NA,"no",NA,NA,NA,"yes",NA,NA,"L",NA,NA,NA,NA,NA,NA,NA,NA,"Newbury;Oxford",NA,NA,"A34",NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway_link",NA,NA,NA,NA,NA,NA,"4",NA,NA,"1","yes",NA,NA,"70 mph",NA,NA,"GB:motorway","no",NA,NA,"3",NA,NA,"yes",NA,"National Highways","Q5760006",NA,NA,NA,NA,"M4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.3123153,51.4529993,-1.3119171,51.4529996
"135781005",NA,NA,"no",NA,NA,NA,NA,NA,NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A329(M)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway_link",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,"70 mph",NA,NA,"GB:motorway","no",NA,NA,"3",NA,NA,"yes",NA,"National Highways","Q5760006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.851358,51.4323644,-0.8488281,51.430451
"135781007",NA,NA,"no",NA,NA,NA,"yes",NA,NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A329(M)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway_link",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","yes",NA,NA,"70 mph",NA,NA,"GB:motorway","no",NA,NA,"3",NA,NA,"yes",NA,"National Highways","Q5760006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.8534244,51.4326485,-0.851358,51.4323644
"135781021",NA,NA,"no",NA,NA,NA,"yes",NA,NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A329(M)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway_link",NA,NA,NA,NA,NA,NA,"2",NA,NA,"1",NA,NA,NA,"70 mph","40 mph",NA,"GB:motorway","no",NA,NA,"3",NA,NA,"yes",NA,"National Highways","Q5760006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.8511084,51.4326391,-0.8532129,51.4327878
"135888642",NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway_link",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,"60 mph",NA,NA,"sign","no",NA,NA,"DBFO5",NA,NA,"yes",NA,"National Highways","Q5760006",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yahoo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3867233,51.488132,-0.3820989,51.4881603
"137238514",NA,NA,"no",NA,NA,NA,NA,NA,NA,"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway_link",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,"no",NA,NA,"DBFO5",NA,NA,"yes",NA,"National Highways","Q5760006",NA,NA,NA,NA,"M1","no",NA,NA,"excellent","Bing Aerial Imagery (2022-04-21)",NA,NA,NA,NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,-0.3840645,51.7063026,-0.3829169,51.7073986
"137438470",NA,NA,"no",NA,NA,NA,NA,NA,NA,"J",NA,NA,NA,NA,NA,NA,NA,NA,"Aylesbury;Watford",NA,"|Watford|Leavesden","A41",NA,NA,NA,NA,"yes",NA,NA,NA,NA,"motorway_link",NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,"no",NA,NA,"DBFO5",NA,NA,"yes",NA,"National Highways","Q5760006",NA,NA,NA,NA,"M1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,-0.3672259,51.6703532,-0.3688463,51.6708013
"137438474",NA,NA,"no",NA,NA,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,"C. London;Brent Cross;Harrow",NA,NA,"M1 South",NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway_link",NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,"no",NA,NA,"DBFO5",NA,NA,"yes",NA,"National Highways","Q5760006",NA,NA,NA,NA,"M1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,-0.3673835,51.6713192,-0.3638534,51.6692315
"137438477",NA,NA,"no",NA,NA,NA,NA,NA,NA,"K",NA,NA,NA,NA,NA,NA,NA,NA,"The North;St. Albans",NA,NA,"M1 North",NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway_link",NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,"no",NA,NA,"DBFO5",NA,NA,"yes",NA,"National Highways","Q5760006",NA,NA,NA,NA,"M1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,-0.3703582,51.6722188,-0.3726883,51.674532
"137438488",NA,NA,"no",NA,NA,NA,NA,NA,NA,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,"motorway_link",NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,"no",NA,NA,"DBFO5",NA,NA,"yes",NA,"National Highways","Q5760006",NA,NA,NA,NA,"M1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,-0.3706902,51.6733428,-0.3688146,51.6723245
"138396316",NA,NA,"no",NA,NA,NA,NA,NA,NA,"J",NA,NA,NA,NA,NA,NA,NA,NA,"Woking",NA,NA,"A320",NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway_link",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"yes",NA,NA,"70 mph",NA,NA,"GB:motorway","no",NA,NA,"DBFO5",NA,NA,"yes",NA,"National Highways","Q5760006",NA,NA,NA,NA,"M25","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,-0.5092776,51.3739388,-0.5105112,51.3745466
"138396317",NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heathrow;Staines",NA,NA,"M25",NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway_link",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"yes",NA,NA,"70 mph",NA,NA,"GB:motorway","peak_traffic",NA,NA,"DBFO5",NA,NA,"yes",NA,"National Highways","Q5760006",NA,NA,NA,NA,"M25","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,-0.5104106,51.3750063,-0.5102771,51.3759754
"139450435",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway_link",NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,"no",NA,NA,"70 mph",NA,NA,"GB:motorway",NA,NA,NA,"8",NA,NA,"yes",NA,"National Highways","Q5760006",NA,NA,NA,NA,"A1(M)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.2055247,51.8869146,-0.2050857,51.8855583
"139450436",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stevenage",NA,NA,"A602",NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway_link",NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,"yes",NA,NA,"70 mph",NA,NA,"GB:motorway",NA,NA,NA,"8",NA,NA,"yes",NA,"National Highways","Q5760006",NA,NA,NA,NA,"A1(M)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.20639,51.8867138,-0.2069264,51.8871016
"139450437",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ware;Stevenage",NA,NA,"A602",NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway_link",NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,"yes",NA,NA,"70 mph",NA,NA,"GB:motorway",NA,NA,NA,"8",NA,NA,"yes",NA,"National Highways","Q5760006",NA,NA,NA,NA,"A1(M)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.2064102,51.888578,-0.2058791,51.8881297
"139450438",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway_link",NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,"no",NA,NA,"70 mph",NA,NA,"GB:motorway",NA,NA,NA,"8",NA,NA,"yes",NA,"National Highways","Q5760006",NA,NA,NA,NA,"A1(M)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.2073072,51.8884213,-0.2075957,51.8889527
"139563153",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hitchin;Stevenage North",NA,NA,"A602",NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway_link",NA,NA,NA,"Hertfordshire, England, UK, EU",NA,NA,"2",NA,NA,NA,"yes",NA,NA,"70 mph",NA,NA,NA,NA,NA,NA,"8",NA,NA,"yes",NA,"National Highways","Q5760006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"asphalt",NA,NA,NA,"left;through|through",NA,NA,-0.220711,51.9269765,-0.2206783,51.9277908
"139570575",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hitchin;Stevenage North;Luton Airport",NA,NA,"A602",NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway_link",NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,"yes",NA,NA,"70 mph",NA,NA,NA,NA,NA,NA,"8",NA,NA,"yes",NA,"National Highways","Q5760006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,-0.2186845,51.9291628,-0.2188182,51.928412
"139570576",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway_link",NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,"no",NA,NA,"70 mph",NA,NA,NA,NA,NA,NA,"8",NA,NA,"yes",NA,"National Highways","Q5760006",NA,NA,NA,NA,NA,NA,NA,NA,NA,"GPS",NA,NA,NA,NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,-0.2196022,51.9293261,-0.2183436,51.9316556
"140187769",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"London",NA,NA,"M11",NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway_link",NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,"no",NA,NA,"70 mph",NA,NA,"GB:motorway",NA,NA,NA,"6",NA,NA,"yes",NA,"National Highways","Q5760006",NA,NA,NA,NA,"M11",NA,NA,NA,NA,"yahoo",NA,NA,NA,"Stats19",NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,0.1380529,51.7421453,0.1367646,51.7382945
"140187770",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chelmsford;Harlow",NA,NA,"A414",NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway_link",NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,"yes",NA,NA,"70 mph",NA,NA,"GB:motorway",NA,NA,NA,"6",NA,NA,"yes",NA,"National Highways","Q5760006",NA,NA,NA,NA,"M11",NA,NA,NA,NA,"yahoo",NA,NA,NA,"Stats19",NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,0.1391145,51.7438032,0.1393001,51.7434076
"140187772",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harlow",NA,NA,"A414",NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway_link",NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,"yes",NA,NA,"70 mph",NA,NA,"GB:motorway",NA,NA,NA,"6",NA,NA,"yes",NA,"National Highways","Q5760006",NA,NA,NA,NA,"M11",NA,NA,NA,NA,"yahoo",NA,NA,NA,"Stats19",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1364605,51.7423645,0.1361209,51.7426726
"140187773",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stansted;Cambridge",NA,NA,"M11",NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway_link",NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,"no",NA,NA,"70 mph",NA,NA,"GB:motorway",NA,NA,NA,"6",NA,NA,"yes",NA,"National Highways","Q5760006",NA,NA,NA,NA,"M11",NA,NA,NA,NA,"yahoo",NA,NA,NA,"Stats19",NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,0.1373181,51.7443032,0.1404768,51.7469507
"140288348",NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Letchworth;Baldock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway_link",NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,"yes",NA,NA,"70 mph",NA,NA,NA,NA,NA,NA,"8",NA,NA,"yes",NA,"National Highways","Q5760006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stats19",NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,-0.2020359,51.9642195,-0.2022773,51.9637247
"140288352",NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Royston;Baldock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway_link",NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,"yes",NA,NA,"40 mph",NA,NA,NA,NA,NA,NA,"8",NA,NA,"yes",NA,"National Highways","Q5760006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stats19",NA,NA,"asphalt",NA,NA,NA,"through|through",NA,NA,-0.2048518,51.963086,-0.2044545,51.9636273
"140288358",NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Letchworth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway_link",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"yes",NA,NA,"70 mph",NA,NA,NA,NA,NA,NA,"8",NA,NA,"yes",NA,"National Highways","Q5760006","transition",NA,NA,NA,NA,NA,NA,NA,NA,"Bing",NA,NA,NA,"Stats19",NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,-0.206203,51.9618057,-0.2061074,51.962001
"140288364",NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stevenage;London",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway_link",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"no",NA,NA,"70 mph",NA,NA,NA,NA,NA,NA,"8",NA,NA,"yes",NA,"National Highways","Q5760006",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bing",NA,NA,NA,NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,-0.203922,51.9626971,-0.2040563,51.9626056
"140288367",NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stevenage;London",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway_link",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"no",NA,NA,"70 mph",NA,NA,NA,NA,NA,NA,"8",NA,NA,"yes",NA,"National Highways","Q5760006",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bing",NA,NA,NA,NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,-0.2039773,51.9627245,-0.2042889,51.9625088
"140288371",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Peterborough",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway_link",NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,"no",NA,NA,"70 mph",NA,NA,NA,NA,NA,NA,"8",NA,NA,"yes",NA,"National Highways","Q5760006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stats19",NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,-0.2029312,51.9645328,-0.1999393,51.966598
