"osm_id","name","highway","lanes","oneway","maxspeed","ref","road_type","start_longitude","start_latitude","end_longitude","end_latitude"
"2842",NA,"motorway","3","yes","70 mph","M25","motorway",-0.2305338,51.6869996,-0.2353314,51.6904557
"2845",NA,"motorway","3","yes","70 mph","M25","motorway",-0.3928802,51.7150364,-0.3795911,51.7164788
"131631",NA,"motorway","4","yes","70 mph","M25","motorway",-0.5008202,51.5373522,-0.5011555,51.5141277
"343709",NA,"motorway","2","yes","40 mph","M4","motorway",-0.2771888,51.4893105,-0.2795234,51.4902307
"951326",NA,"motorway","3","yes","70 mph","M3","motorway",-1.1448211,51.2222124,-1.1710867,51.2130809
"951327",NA,"motorway","3","yes","70 mph","M3","motorway",-1.1712255,51.2132259,-1.1448681,51.2223447
"952646",NA,"motorway","3","yes","70 mph","M3","motorway",-1.1715498,51.2128125,-1.1732124,51.2118313
"952648",NA,"motorway","2","yes","70 mph","M3","motorway",-1.2510473,51.1239787,-1.1963454,51.1978187
"952742",NA,"motorway","2","yes","70 mph","M3","motorway",-1.196303,51.1977139,-1.2508851,51.1239447
"952822",NA,"motorway","3","yes","70 mph","M3","motorway",-1.1448681,51.2223447,-1.1094811,51.2377917
"1056074",NA,"motorway","4","yes","70 mph","M25","motorway",-0.4908509,51.3533273,-0.4951666,51.357951
"1441662",NA,"motorway","3","yes","70 mph","M25","motorway",0.09696,51.6891103,0.1022574,51.6868186
"1655339",NA,"motorway","4","yes","70 mph","M25","motorway",-0.1830213,51.6838322,-0.175575,51.6849509
"1735707",NA,"motorway","2","yes","70 mph","A404(M)","motorway",-0.7657446,51.5206262,-0.7625972,51.5162627
"1735777",NA,"motorway","2","yes","70 mph","A308(M)","motorway",-0.7241377,51.4999721,-0.7130947,51.5041029
"1859974",NA,"motorway","2","yes","70 mph","A404(M)","motorway",-0.725221,51.4996139,-0.728008,51.5033353
"1860034","Holyport Interchange","motorway","3","yes","70 mph","M4","motorway",-0.722608,51.4986291,-0.7245486,51.4981986
"1860347",NA,"motorway","2","yes","70 mph","A404(M)","motorway",-0.7627644,51.516235,-0.7661771,51.5208159
"1861958",NA,"motorway","3","yes","70 mph","M4","motorway",-0.7141213,51.4993127,-0.732704,51.4959691
"1880415","Heathrow Airport Spur Road","motorway","3","yes","50 mph","M4","motorway",-0.4524357,51.4956526,-0.4525625,51.4952638
"1880986",NA,"motorway","4","yes","70 mph","M25","motorway",-0.1185362,51.6885305,-0.1463637,51.6854693
"1880997",NA,"motorway","3","yes","70 mph","M25","motorway",-0.2227859,51.6845636,-0.2272967,51.6857214
"1881098",NA,"motorway","2","yes","70 mph","M25","motorway",0.1309637,51.2881756,0.139132,51.2903566
"1881099",NA,"motorway","3","yes","70 mph","M25","motorway",0.190269,51.3834194,0.1886659,51.3814041
"1881100",NA,"motorway","3","yes","70 mph","M25","motorway",0.1945245,51.3898115,0.196914,51.3930925
"1881101",NA,"motorway","3","yes","70 mph","M25","motorway",0.2393467,51.4291974,0.2392017,51.4283038
"1881102",NA,"motorway","3","yes","70 mph","M25","motorway",0.013314,51.6792166,-0.0104226,51.6804777
"1881103",NA,"motorway","3","yes","70 mph","M25","motorway",0.127615,51.678944,0.1253352,51.6793291
"1881111",NA,"motorway","4","yes","70 mph","M25","motorway",0.2549023,51.6154014,0.1914841,51.6529597
"1881113",NA,"motorway","3","yes","60 mph","M25","motorway",0.23903,51.428461,0.2391599,51.4299202
"2588260","Barnet Bypass","motorway","2","yes","70 mph","A1(M)","motorway",-0.2332556,51.6807599,-0.2264236,51.6902554
"2631580",NA,"motorway","3","yes","70 mph","M4","motorway",-0.6152718,51.5029131,-0.6090319,51.5021368
"2631589",NA,"motorway","3","yes","70 mph","M4","motorway",-0.452172,51.4956892,-0.444087,51.4949724
"2714200",NA,"motorway","3","yes","70 mph","M25","motorway",-0.1226969,51.2629667,-0.1374361,51.2647611
"2714202",NA,"motorway","4","yes","70 mph","M25","motorway",-0.3187114,51.3013603,-0.3226566,51.306292
"2722515",NA,"motorway","4","yes","70 mph","M25","motorway",-0.0924602,51.2574275,-0.1117391,51.2599316
"2722520",NA,"motorway","4","yes","70 mph","M25","motorway",0.0955575,51.2802444,0.1064795,51.2843134
"2722521",NA,"motorway","2","yes","70 mph","M25","motorway",0.1470602,51.2929972,0.1444595,51.2918617
"2818814",NA,"motorway","2","yes","70 mph","A1(M)","motorway",-0.2032041,51.8412204,-0.1967143,51.8624926
"2818815",NA,"motorway","2","yes","70 mph","A1(M)","motorway",-0.2025028,51.8792894,-0.1967732,51.8646556
"2819161",NA,"motorway","2","yes","70 mph","A1(M)","motorway",-0.2221989,51.9236907,-0.2258331,51.9063326
"2819254",NA,"motorway","3","yes","70 mph","A1(M)","motorway",-0.2141311,51.9405382,-0.2113646,51.9513181
"2819255",NA,"motorway","2","yes","70 mph","A1(M)","motorway",-0.1999803,51.9662234,-0.2065697,51.9608701
"2898236","Wheatley Spur","motorway","2","yes","70 mph","M40","motorway",-1.0744556,51.7315794,-1.0838268,51.7334019
"2954284",NA,"motorway","3","yes","70 mph","M4","motorway",-0.652367,51.511003,-0.6173912,51.5033794
"2954286",NA,"motorway","3","yes","70 mph","M4","motorway",-0.8407214,51.4372612,-0.7411825,51.4917237
"2954345",NA,"motorway","3","yes","70 mph","M4","motorway",-0.9626061,51.4118756,-0.9120021,51.4201438
"2954346",NA,"motorway","2","yes","70 mph","A329(M)","motorway",-0.7998024,51.4135937,-0.8044455,51.4158701
"2954353",NA,"motorway","3","yes","70 mph","M4","motorway",-1.0593118,51.4364924,-1.057146,51.4355716
"2954355",NA,"motorway","3","yes","70 mph","M4","motorway",-1.3087694,51.4528872,-1.2661464,51.4653639
"2954357",NA,"motorway","3","yes","70 mph","M4","motorway",-1.2661887,51.4651676,-1.3087398,51.4527512
"2954358",NA,"motorway","3","yes","70 mph","M4","motorway",-1.5293744,51.4717654,-1.4835845,51.453349
"2954384",NA,"motorway","3","yes","70 mph","M4","motorway",-1.4253471,51.4477162,-1.4815688,51.4526299
"2968752",NA,"motorway","3","yes","70 mph","M11","motorway",0.0839014,51.6401945,0.0581645,51.6145591
"2968753",NA,"motorway","2","yes","50 mph","M11","motorway",0.0399546,51.5958975,0.0421723,51.5977009
"2968755",NA,"motorway","3","yes","70 mph","M11","motorway",0.0861412,51.6417473,0.1123638,51.6633792
"3092595",NA,"motorway","3","yes","70 mph","M23","motorway",-0.1359303,51.1548154,-0.1320057,51.1630535
"3256120",NA,"motorway","3","yes","70 mph","M25","motorway",-0.5363698,51.3989735,-0.5336853,51.3948088
"3256121",NA,"motorway","3","yes","70 mph","M25","motorway",-0.511641,51.3789858,-0.509011,51.3749973
"3256122",NA,"motorway","4","yes","70 mph","M25","motorway",-0.4855376,51.3474694,-0.4780439,51.3291228
"3256123",NA,"motorway","3","yes","50 mph","M25","motorway",-0.4558363,51.3236577,-0.4436652,51.3197896
"3256124",NA,"motorway","3","yes","50 mph","M25","motorway",-0.4437347,51.3195976,-0.4570733,51.3237323
"3405103",NA,"motorway","4","yes","70 mph","M25","motorway",-0.166222,51.2684876,-0.2031589,51.2579942
"3405105",NA,"motorway","4","yes","70 mph","M25","motorway",-0.3364532,51.3155332,-0.3281583,51.3127156
"3631212",NA,"motorway","2","yes","70 mph","A1(M)","motorway",-0.2237632,51.7790771,-0.2234108,51.7789074
"3663016",NA,"motorway","3","yes","70 mph","M23","motorway",-0.1410461,51.1335438,-0.1371464,51.1157497
"3976915",NA,"motorway","2","yes","70 mph","M11","motorway",0.1911928,52.0550965,0.1848341,52.0649476
"3976916",NA,"motorway","2","yes","70 mph","M11","motorway",0.1860605,52.063703,0.189018,52.0590108
"3992757",NA,"motorway","2","yes","70 mph","M11","motorway",0.2196282,51.9207262,0.2227057,51.9073076
"3992787",NA,"motorway","2","yes","70 mph","M25","motorway",0.1309637,51.2881756,0.1434674,51.2916394
"3992806",NA,"motorway","4","yes","70 mph","M2","motorway",0.483132,51.3704654,0.5049689,51.3416348
"3992813",NA,"motorway","2","yes","70 mph","M2","motorway",0.578307,51.334707,0.5904714,51.3375744
"3992814",NA,"motorway","2","yes","70 mph","M2","motorway",0.6610404,51.3303215,0.6361806,51.3395589
"3992815",NA,"motorway","2","yes","70 mph","M2","motorway",0.6645652,51.3291641,0.6764255,51.3246892
"3992816",NA,"motorway","2","yes","70 mph","M2","motorway",0.7254572,51.3031769,0.6765311,51.324521
"3992817",NA,"motorway","2","yes","70 mph","M2","motorway",0.7326847,51.3004265,0.8178622,51.2954788
"3992818",NA,"motorway","2","yes","70 mph","M2","motorway",0.8180294,51.2954063,0.7325943,51.3003273
"4000201",NA,"motorway","2","yes","70 mph","A1(M)","motorway",-0.1975231,51.9866733,-0.1972725,51.985339
"4000202",NA,"motorway","2","yes","70 mph","A1(M)","motorway",-0.197395,51.9850987,-0.1976792,51.9866093
"4000203",NA,"motorway","2","yes","70 mph","A1(M)","motorway",-0.2040081,52.0119834,-0.2021092,52.0090358
"4002263",NA,"motorway","2","yes","70 mph","A1(M)","motorway",-0.2041754,52.0119421,-0.2043091,52.0121481
"4002264",NA,"motorway","2","yes","70 mph","A1(M)","motorway",-0.2048558,52.0132767,-0.2047214,52.0130731
"4049032",NA,"motorway","3","yes","70 mph","M20","motorway",0.2059899,51.385535,0.2086715,51.3849538
"4049033",NA,"motorway","3","yes","70 mph","M20","motorway",0.2739147,51.3364648,0.2680032,51.3608177
"4049034",NA,"motorway","3","yes","70 mph","M20","motorway",0.2681923,51.3609301,0.2740982,51.336337
"4049035",NA,"motorway","3","yes","70 mph","M20","motorway",0.3297805,51.3079433,0.3216923,51.3093168
"4049037",NA,"motorway","3","yes","70 mph","M20","motorway",0.3607447,51.307561,0.3547152,51.3069283
"4049063",NA,"motorway","4","yes","70 mph","M20","motorway",0.3695748,51.3087431,0.3837171,51.3089927
"4049064",NA,"motorway","6","yes","70 mph","M20","motorway",0.4326054,51.306537,0.4303063,51.3072294
"4049065",NA,"motorway","4","yes","70 mph","M20","motorway",0.4543933,51.3028646,0.4743659,51.2995936
"4049068",NA,"motorway","3","yes","70 mph","M20","motorway",0.5817166,51.2826084,0.5645893,51.2877386
"4049070",NA,"motorway","3","yes","70 mph","M20","motorway",0.5912662,51.2771696,0.582186,51.2823833
"4060302",NA,"motorway","3","yes","70 mph","M20","motorway",0.6064002,51.2688951,0.6083263,51.2676916
"4075417",NA,"motorway","2","yes","70 mph","A1(M)","motorway",-0.2201057,51.9273887,-0.2199082,51.9277905
"4075418",NA,"motorway","2","yes","70 mph","A1(M)","motorway",-0.2192479,51.9288528,-0.2194566,51.9284085
"4085612",NA,"motorway","2","yes","70 mph","A1(M)","motorway",-0.2081491,51.8337395,-0.205968,51.8375107
"4085613",NA,"motorway","2","yes","70 mph","A1(M)","motorway",-0.2036388,51.8403982,-0.2058531,51.8374142
"4116043",NA,"motorway","2","yes","70 mph","M25","motorway",0.1574714,51.347322,0.1575907,51.3466231
"4116218",NA,"motorway","2","yes","70 mph","M25","motorway",0.1436921,51.346198,0.1552745,51.3472495
"4116219",NA,"motorway","2","yes","70 mph","M25","motorway",0.1553783,51.3465273,0.1437138,51.3460841
"4187029",NA,"motorway","2","yes","70 mph","M25","motorway",0.1498708,51.3018328,0.1436228,51.2927308
"4187032",NA,"motorway","2","yes","70 mph","M25","motorway",0.14785,51.2821095,0.1462696,51.2837506
"4208524",NA,"motorway","3","yes","70 mph","M25","motorway",-0.5307181,51.5599981,-0.5295834,51.557933
"4208526",NA,"motorway","4","yes","70 mph","M25","motorway",-0.5100725,51.637568,-0.5110466,51.6368974
"4208528",NA,"motorway","4","yes","70 mph","M25","motorway",-0.4551444,51.6789322,-0.4940232,51.6595024
"4208530",NA,"motorway","4","yes","70 mph","M25","motorway",-0.4513063,51.6811405,-0.4551444,51.6789322
"4208532",NA,"motorway","3","yes","70 mph","M25","motorway",-0.4416689,51.7021564,-0.4432041,51.7007117
"4213128",NA,"motorway","2","yes","70 mph","A1(M)","motorway",-0.2037667,51.8404701,-0.2032041,51.8412204
"4213129",NA,"motorway","2","yes","70 mph","A1(M)","motorway",-0.2030872,51.8411196,-0.2036388,51.8403982
"4271622",NA,"motorway","2","yes","50 mph","M4","motorway",-0.4542036,51.4957602,-0.4541025,51.4961619
"4271623",NA,"motorway","4","yes","50 mph","M4","motorway",-0.4528665,51.4973786,-0.452898,51.4971698
"4289468",NA,"motorway","3","yes","70 mph","M25","motorway",-0.234578,51.6900768,-0.2304224,51.6871399
"4289770",NA,"motorway","4","yes","70 mph","M25","motorway",-0.1859055,51.6840094,-0.2048976,51.6857474
"4319812",NA,"motorway","2","yes","70 mph","M20","motorway",0.1997251,51.3870071,0.182731,51.389611
"4319813",NA,"motorway","3","yes","70 mph","M25","motorway",0.1924598,51.3868808,0.1926412,51.3871557
"4319816",NA,"motorway","3","yes","70 mph","M25","motorway",0.1947219,51.3897757,0.1943493,51.3892397
"4349475",NA,"motorway","3","yes","70 mph","M1","motorway",-0.2395795,51.6039885,-0.235608,51.5934293
"4349490",NA,"motorway","4","yes","70 mph","M1","motorway",-0.5037684,51.949096,-0.5000021,51.9445793
"4349491",NA,"motorway","3","yes","70 mph","M1","motorway",-0.4373926,51.8670553,-0.4639813,51.8862243
"4349492",NA,"motorway","4","yes","70 mph","M1","motorway",-0.5039714,51.9489979,-0.519258,51.960069
"4349509",NA,"motorway","4","yes","70 mph","M1","motorway",-0.415865,51.7645595,-0.401145,51.7441431
"4349510",NA,"motorway","4","yes","70 mph","M1","motorway",-0.4157268,51.7650054,-0.415865,51.7645595
"4349512",NA,"motorway","4","yes","70 mph","M1","motorway",-0.416138,51.7646197,-0.4160138,51.7650611
"4349513",NA,"motorway","4","yes","70 mph","M1","motorway",-0.4144721,51.7693978,-0.4145044,51.7692935
"4349515",NA,"motorway","4","yes","70 mph","M1","motorway",-0.4160138,51.7650611,-0.4147942,51.7692723
"4349516",NA,"motorway","4","yes","70 mph","M1","motorway",-0.4147942,51.7692723,-0.4147672,51.7693866
"4349518",NA,"motorway","4","yes","70 mph","M1","motorway",-0.4108341,51.7883289,-0.410816,51.7881056
"4349520",NA,"motorway","4","yes","70 mph","M1","motorway",-0.4110862,51.7878366,-0.4111069,51.788093
"4349521",NA,"motorway","4","yes","70 mph","M1","motorway",-0.4112916,51.7912358,-0.4112559,51.7910611
"4349523",NA,"motorway","4","yes","70 mph","M1","motorway",-0.4111069,51.788093,-0.4115466,51.7910646
"4349524",NA,"motorway","4","yes","70 mph","M1","motorway",-0.4115466,51.7910646,-0.4115813,51.7912333
"4373343",NA,"motorway","3","yes","70 mph","M25","motorway",-0.1439495,51.2653651,-0.1224828,51.2630704
"4380882",NA,"motorway","2","yes","70 mph","M20","motorway",0.612355,51.2611755,0.6123758,51.2626869
"4380891","Hollingbourne Interchange","motorway","2","yes","70 mph","M20","motorway",0.6133481,51.2645444,0.6148012,51.2634875
"4380924",NA,"motorway","3","yes","70 mph","M20","motorway",0.6418861,51.2491848,0.637019,51.252152
"4390298",NA,"motorway","3","yes","70 mph","M20","motorway",0.8593354,51.1657508,0.8420084,51.1773915
"4390299",NA,"motorway","3","yes","70 mph","M20","motorway",0.8422506,51.1775112,0.8613257,51.1646813
"4390301",NA,"motorway","3","yes","70 mph","M20","motorway",0.8686411,51.1603031,0.8685031,51.1603692
"4390302",NA,"motorway","3","yes","70 mph","M20","motorway",0.8670247,51.1611013,0.8593354,51.1657508
"4390304",NA,"motorway","3","yes","70 mph","M20","motorway",0.8685031,51.1603692,0.8671649,51.1610288
"4390305",NA,"motorway","3","yes","70 mph","M20","motorway",0.8671607,51.1612079,0.8673019,51.1611361
"4390307",NA,"motorway","3","yes","70 mph","M20","motorway",0.8673019,51.1611361,0.8686379,51.1604769
"4394117",NA,"motorway","3","yes","70 mph","M20","motorway",0.6778242,51.236587,0.837358,51.1821648
"4394118",NA,"motorway","3","yes","70 mph","M20","motorway",0.8371846,51.1820401,0.6776759,51.2364507
"4394121",NA,"motorway","3","yes","70 mph","M20","motorway",0.8420084,51.1773915,0.8372792,51.1819425
"4401048",NA,"motorway","3","yes","70 mph","M20","motorway",0.8815161,51.1550946,0.8821943,51.154804
"4401049",NA,"motorway","3","yes","70 mph","M20","motorway",0.8820548,51.1546716,0.8813703,51.1549541
"4401050",NA,"motorway","3","yes","70 mph","M20","motorway",0.8821943,51.154804,0.893203,51.1501695
"4401052",NA,"motorway","3","yes","70 mph","M20","motorway",0.9036001,51.143194,0.8934759,51.1498076
"4438055",NA,"motorway","3","yes","70 mph","M20","motorway",0.9051887,51.1421564,0.9053788,51.1420082
"4438057",NA,"motorway","3","yes","70 mph","M20","motorway",0.9741574,51.1085988,0.9074879,51.139991
"4438058",NA,"motorway","3","yes","70 mph","M20","motorway",0.9052694,51.1418639,0.9050593,51.1420305
"4479448",NA,"motorway","3","yes","70 mph","M25","motorway",-0.0104143,51.6806312,0.0132568,51.6793932
"4479449",NA,"motorway","4","yes","70 mph","M25","motorway",0.1103183,51.6824352,0.1085037,51.6831893
"4479450","Bell Common Tunnel","motorway","3","yes","70 mph","M25","motorway",0.0895993,51.689762,0.09696,51.6891103
"4479451","Bell Common Tunnel","motorway","3","yes","70 mph","M25","motorway",0.0973415,51.6888159,0.0902324,51.6896096
"4479954",NA,"motorway","2","yes","50 mph","M11","motorway",0.0397991,51.5827156,0.0395915,51.584061
"4498715",NA,"motorway","2","yes","70 mph","M25","motorway",0.1372734,51.3469948,0.1395248,51.346791
"4498716",NA,"motorway","2","yes","70 mph","M25","motorway",0.1431507,51.3462744,0.1436921,51.346198
"4498717",NA,"motorway","2","yes","70 mph","M25","motorway",0.143189,51.3461606,0.1396778,51.3466719
"4498718",NA,"motorway","2","yes","70 mph","M25","motorway",0.1437138,51.3460841,0.143189,51.3461606
"4498719",NA,"motorway","3","yes","70 mph","M25","motorway",0.1926525,51.3868273,0.1906827,51.3839983
"4534153",NA,"motorway","5","yes","70 mph","M25","motorway",-0.5400224,51.4317009,-0.5395916,51.4324924
"4534155",NA,"motorway","5","yes","70 mph","M25","motorway",-0.5397389,51.4316331,-0.5406183,51.4257214
"4534157",NA,"motorway","5","yes","70 mph","M25","motorway",-0.539193,51.432619,-0.5392846,51.432463
"4546650",NA,"motorway","3","yes","70 mph","M25","motorway",0.0593012,51.6866338,0.0814259,51.6888843
"4546651",NA,"motorway","3","yes","70 mph","M25","motorway",0.0582924,51.6863664,0.0593012,51.6866338
"4546652",NA,"motorway","3","yes","70 mph","M25","motorway",0.0810538,51.6886973,0.0594496,51.6865061
"4546653",NA,"motorway","3","yes","70 mph","M25","motorway",0.0594496,51.6865061,0.0584369,51.6862342
"4546787",NA,"motorway","3","yes","70 mph","M25","motorway",0.0584369,51.6862342,0.0465529,51.6834719
"4546788",NA,"motorway","3","yes","70 mph","M25","motorway",0.0418486,51.6814627,0.0401229,51.6806971
"4546789",NA,"motorway","3","yes","70 mph","M25","motorway",0.0421788,51.6816137,0.0418486,51.6814627
"4546790",NA,"motorway","4","yes","70 mph","M25","motorway",0.0464405,51.6836178,0.0547547,51.6855922
"4546791",NA,"motorway","4","yes","70 mph","M25","motorway",0.0417882,51.6816309,0.0421231,51.6817885
"4546792",NA,"motorway","4","yes","70 mph","M25","motorway",0.033984,51.6789466,0.0417882,51.6816309
"4546793",NA,"motorway","3","yes","70 mph","M25","motorway",0.0329081,51.6787205,0.033984,51.6789466
"4546794",NA,"motorway","3","yes","70 mph","M25","motorway",0.0331151,51.6786024,0.0279461,51.6779305
"4546795",NA,"motorway","3","yes","70 mph","M25","motorway",0.0338819,51.6787627,0.0331151,51.6786024
"4546844",NA,"motorway","3","yes","70 mph","M25","motorway",-0.0275275,51.6819462,-0.029364,51.6821021
"4546845",NA,"motorway","3","yes","70 mph","M25","motorway",-0.0104226,51.6804777,-0.0125433,51.6805315
"4546846",NA,"motorway","3","yes","70 mph","M25","motorway",-0.0589046,51.6825761,-0.0430928,51.6828923
"4546847",NA,"motorway","3","yes","70 mph","M25","motorway",-0.0125344,51.6806764,-0.0104143,51.6806312
"4546867",NA,"motorway","3","yes","70 mph","M25","motorway",-0.0125433,51.6805315,-0.0179179,51.6807308
"4546868",NA,"motorway","3","yes","70 mph","M25","motorway",-0.026577,51.6818325,-0.0270218,51.6818883
"4546869",NA,"motorway","3","yes","70 mph","M25","motorway",-0.0265588,51.6819881,-0.0182808,51.6808891
"4546870",NA,"motorway","3","yes","70 mph","M25","motorway",-0.0274909,51.6820979,-0.0270018,51.682041
"4546871",NA,"motorway","4","yes","70 mph","M25","motorway",-0.0332096,51.6823854,-0.0303399,51.6822923
"4546872","Holmesdale Tunnel","motorway","3","yes","70 mph","M25","motorway",-0.0430928,51.6828923,-0.0391709,51.6826693
"4546873",NA,"motorway","3","yes","70 mph","M25","motorway",-0.0426025,51.6827256,-0.0582354,51.6824528
"4546874","Holmesdale Tunnel","motorway","4","yes","70 mph","M25","motorway",-0.0327818,51.6822292,-0.0409787,51.6826196
"4551669",NA,"motorway","4","yes","70 mph","M25","motorway",-0.06754,51.6838277,-0.0982238,51.6902402
"4551670",NA,"motorway","4","yes","70 mph","M25","motorway",-0.117694,51.6887112,-0.1179131,51.6886599
"4551671",NA,"motorway","4","yes","70 mph","M25","motorway",-0.1096655,51.6913979,-0.0985938,51.6904541
"4551672",NA,"motorway","4","yes","70 mph","M25","motorway",-0.1180889,51.6887887,-0.1178367,51.6888469
"4551675",NA,"motorway","4","yes","70 mph","M25","motorway",-0.1106552,51.6912163,-0.1097893,51.6913788
"4551676",NA,"motorway","4","yes","70 mph","M25","motorway",-0.110574,51.6910654,-0.1170097,51.6888887
"4551677",NA,"motorway","4","yes","70 mph","M25","motorway",-0.1097471,51.6912221,-0.110574,51.6910654
"4582532",NA,"motorway","2","yes","70 mph","A1(M)","motorway",-0.2199228,51.9273686,-0.2210652,51.9253347
"4582534",NA,"motorway","3","yes","70 mph","A1(M)","motorway",-0.2218884,51.9243899,-0.2213476,51.9252093
"4658555",NA,"motorway","2","yes","70 mph","A1(M)","motorway",-0.1972725,51.985339,-0.1980397,51.9681486
"4658559",NA,"motorway","2","yes","70 mph","A1(M)","motorway",-0.2066978,51.9609516,-0.1998604,51.9665042
"4658564",NA,"motorway","2","yes","70 mph","A1(M)","motorway",-0.2066672,52.0175174,-0.2048558,52.0132767
"4658567",NA,"motorway","2","yes","70 mph","A1(M)","motorway",-0.2061103,52.0150409,-0.206941,52.0172166
"4660950",NA,"motorway","2","yes","70 mph","A1(M)","motorway",-0.1976792,51.9866093,-0.1974026,52.0002888
"4671260",NA,"motorway","2","yes","70 mph","M2","motorway",0.893105,51.2999272,0.8893472,51.3004072
"4682804",NA,"motorway","2","yes","50 mph","M11","motorway",0.0374918,51.5921148,0.0380255,51.5928278
"4686400",NA,"motorway","2","yes","70 mph","A1(M)","motorway",-0.2102866,51.8927084,-0.2087111,51.8910664
"4686401",NA,"motorway","2","yes","70 mph","A1(M)","motorway",-0.2026858,51.8796899,-0.2025028,51.8792894
"4686402",NA,"motorway","2","yes","70 mph","A1(M)","motorway",-0.2028395,51.8796386,-0.204662,51.8838164
"4686403",NA,"motorway","2","yes","70 mph","A1(M)","motorway",-0.2026494,51.8791956,-0.2028395,51.8796386
"4686404",NA,"motorway","2","yes","70 mph","A1(M)","motorway",-0.2222926,51.9238401,-0.2218884,51.9243899
"4719500",NA,"motorway","3","yes","70 mph","M4","motorway",-0.6740183,51.5098835,-0.6852818,51.5071382
"4719502",NA,"motorway","3","yes","70 mph","M4","motorway",-0.6731226,51.5100154,-0.6740183,51.5098835
"4719503",NA,"motorway","3","yes","70 mph","M4","motorway",-0.6731686,51.5101452,-0.6593618,51.5119181
"4719504",NA,"motorway","3","yes","70 mph","M4","motorway",-0.6740784,51.510017,-0.6731686,51.5101452
"4719581","Huntercombe Spur","motorway","2","yes","70 mph","M4","motorway",-0.6545739,51.5196256,-0.6544023,51.5162636
"4722092",NA,"motorway","3","yes","70 mph","M4","motorway",-0.6174576,51.5032552,-0.6521687,51.5108208
"4722093",NA,"motorway","3","yes","70 mph","M4","motorway",-0.550496,51.4896304,-0.6002025,51.5021014
"4722094",NA,"motorway","3","yes","70 mph","M4","motorway",-0.4957802,51.4947624,-0.5055837,51.4940662
"4722111",NA,"motorway","3","yes","70 mph","M4","motorway",-0.8487807,51.4346193,-0.8407214,51.4372612
"4722132",NA,"motorway","3","yes","70 mph","M4","motorway",-0.5412524,51.4921365,-0.5321649,51.4932236
"4726720",NA,"motorway","2","yes","70 mph","A1(M)","motorway",-0.22582,51.905977,-0.2260486,51.9062888
"4726725",NA,"motorway","2","yes","70 mph","A1(M)","motorway",-0.2256269,51.9060571,-0.2187872,51.8998078
"4726726",NA,"motorway","2","yes","70 mph","A1(M)","motorway",-0.2104847,51.8926018,-0.2185733,51.8993903
"4766990",NA,"motorway","2","yes","70 mph","M2","motorway",0.8697876,51.3019893,0.8347004,51.3005036
"4794119",NA,"motorway","4","yes","70 mph","M25","motorway",-0.0979323,51.2579259,-0.073378,51.2583239
"4794120",NA,"motorway","4","yes","70 mph","M25","motorway",0.0146667,51.267597,0.0073253,51.2677121
"4794121",NA,"motorway","4","yes","70 mph","M25","motorway",-0.0737429,51.2581626,-0.0924602,51.2574275
"4837085",NA,"motorway","4","yes","70 mph","M25","motorway",-0.4783265,51.3290703,-0.4857615,51.3473928
"4837086",NA,"motorway","4","yes","70 mph","M25","motorway",-0.4906739,51.353446,-0.4905395,51.3533191
"4841512",NA,"motorway","3","yes","70 mph","M20","motorway",0.9749435,51.1084503,1.007269,51.1005022
"4841513",NA,"motorway","3","yes","70 mph","M20","motorway",1.0072959,51.100371,0.9748336,51.1083299
"4841514",NA,"motorway","3","yes","70 mph","M20","motorway",0.9742298,51.1087347,0.9749435,51.1084503
"4841515",NA,"motorway","3","yes","70 mph","M20","motorway",0.9748336,51.1083299,0.9741574,51.1085988
"4841516",NA,"motorway","3","yes","70 mph","M20","motorway",1.0080737,51.1003018,1.0072959,51.100371
"4841517",NA,"motorway","3","yes","70 mph","M20","motorway",1.007269,51.1005022,1.0080093,51.1004391
"4867377",NA,"motorway","2","yes","70 mph","A1(M)","motorway",-0.2194116,51.9288875,-0.2181784,51.9316272
"4867378",NA,"motorway","3","yes","70 mph","A1(M)","motorway",-0.2143064,51.9401627,-0.2141311,51.9405382
"4867379",NA,"motorway","3","yes","70 mph","A1(M)","motorway",-0.2141366,51.940134,-0.2176214,51.9324375
"4867380",NA,"motorway","3","yes","70 mph","A1(M)","motorway",-0.2139667,51.9405134,-0.2141366,51.940134
"4867428",NA,"motorway","3","yes","70 mph","M40","motorway",-1.3047101,52.0434883,-1.3045786,52.0427835
"4867429",NA,"motorway","3","yes","70 mph","M40","motorway",-1.2821095,52.0142847,-1.281671,52.0139091
"4867430",NA,"motorway","3","yes","70 mph","M40","motorway",-1.2823951,52.0142865,-1.2832619,52.0149911
"4867431",NA,"motorway","3","yes","70 mph","M40","motorway",-1.2819419,52.0139111,-1.2823951,52.0142865
"4868021",NA,"motorway","3","yes","70 mph","M40","motorway",-1.3049378,52.0434755,-1.3051704,52.0447588
"4868147",NA,"motorway","3","yes","70 mph","M40","motorway",-1.3224303,52.0821909,-1.3217972,52.0817519
"4868637",NA,"motorway","3","yes","70 mph","M40","motorway",-1.281671,52.0139091,-1.2805385,52.013004
"4868831",NA,"motorway","3","yes","70 mph","M2","motorway",0.4674562,51.3841968,0.4620776,51.3898742
"4868833",NA,"motorway","3","yes","70 mph","M2","motorway",0.4677037,51.3843029,0.4682939,51.3837443
"4868846",NA,"motorway","4","yes","70 mph","M2","motorway",0.4713542,51.3806814,0.4786853,51.3729587
"4868847",NA,"motorway","4","yes","70 mph","M2","motorway",0.4782982,51.3727737,0.4711515,51.3800628
