"osm_id","name","active_traffic_management","admin_name","alt_name","bicycle","bridge","bridge.alt_name","bridge.alt_name.wikidata","bridge.name","bridge.name.wikidata","bridge.ref","bridge_ref","carriageway_ref","change","change.lanes","construction_contract_name","covered","cutting","cycleway.left","description","destination","destination.lanes","destination.ref","destination.ref.lanes","destination.ref.to","destination.ref.to.lanes","destination.symbol","destination.symbol.lanes","embankment","enforcement.maxspeed","expressway","fixme","hazard","highway","incline","int_ref","is_in","junction","junction.ref","lane_markings","lanes","lanes.bus","layer","lit","loc_name","maxheight","maxheight.signed","maxspeed","maxspeed.enforcement","maxspeed.type","maxspeed.variable","mkgmap.flare.check","motor_vehicle.conditional","motorway","national_highways.area","note","old_ref","oneway","operator","operator.wikidata","placement","project_name","proposed.active_traffic_management","proposed.lanes","ref","ref_direction","shoulder","shoulder.surface","shoulder.width","smoothness","source","source.bridge","source.destination","source.lit","source.maxspeed","source.operator","source.ref","start_date","surface","toll","toll.motorcycle","tunnel","tunnel.name","turn.lanes","width","width.lanes","wikidata","start_longitude","start_latitude","end_longitude","end_latitude"
"147478185",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,"E 15",NA,NA,NA,NA,"2",NA,NA,"no",NA,"default",NA,"70 mph",NA,"GB:motorway",NA,NA,NA,NA,"8",NA,NA,"yes","National Highways","Q5760006",NA,NA,NA,NA,"A1(M)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,NA,NA,-0.1965359,51.862495,-0.2030872,51.8411196
"147478186",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,"E 15",NA,NA,NA,NA,"2",NA,NA,"yes",NA,NA,NA,"70 mph",NA,"GB:motorway",NA,NA,NA,NA,"8",NA,NA,"yes","National Highways","Q5760006",NA,NA,NA,NA,"A1(M)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,NA,NA,-0.1967143,51.8624926,-0.1969384,51.8646528
"147478187",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,"E 15",NA,NA,NA,NA,"2",NA,NA,"yes",NA,NA,NA,"70 mph",NA,"GB:motorway",NA,NA,NA,NA,"8",NA,NA,"yes","National Highways","Q5760006",NA,NA,NA,NA,"A1(M)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,NA,NA,-0.1967732,51.8646556,-0.1965359,51.862495
"147479060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,"E 15",NA,NA,NA,NA,"3",NA,NA,"yes",NA,NA,NA,"70 mph",NA,NA,NA,NA,NA,NA,"DBFO5",NA,NA,"yes","National Highways","Q5760006",NA,NA,NA,NA,"A1(M)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"local_knowledge",NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,NA,NA,-0.2414725,51.7600872,-0.243832,51.7574079
"147687419",NA,"no",NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,NA,NA,NA,NA,NA,"2",NA,"1","yes",NA,NA,NA,"70 mph",NA,"GB:motorway","no",NA,NA,NA,"DBFO5",NA,"A40","yes","National Highways","Q5760006",NA,"Western Avenue",NA,NA,"M40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,NA,NA,-0.4928888,51.5609469,-0.4935452,51.5610012
"147687422",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,NA,NA,NA,NA,NA,"3",NA,NA,"yes",NA,"default",NA,"70 mph",NA,"GB:motorway","no",NA,NA,NA,"DBFO5",NA,NA,"yes","National Highways","Q5760006",NA,"Gerrards Cross Bypass",NA,NA,"M40",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1973","asphalt",NA,NA,NA,NA,NA,NA,NA,NA,-0.5043911,51.5616572,-0.5177942,51.5607388
"147687425",NA,"no",NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,NA,NA,NA,NA,NA,"3",NA,"1","yes",NA,NA,NA,"70 mph",NA,"GB:motorway","no",NA,NA,NA,"DBFO5",NA,NA,"yes","National Highways","Q5760006",NA,"Gerrards Cross Bypass",NA,NA,"M40",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,NA,NA,-0.530466,51.5605545,-0.5312306,51.5606223
"147687427",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,NA,NA,NA,NA,NA,"2",NA,NA,"yes",NA,NA,NA,"70 mph",NA,"GB:motorway","no",NA,NA,NA,"DBFO5",NA,NA,"yes","National Highways","Q5760006",NA,"Gerrards Cross Bypass",NA,NA,"M40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1973","asphalt",NA,NA,NA,NA,NA,NA,NA,NA,-0.4986804,51.5614549,-0.5043911,51.5616572
"147687430",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,NA,NA,NA,NA,NA,"3",NA,NA,"yes",NA,NA,NA,"70 mph",NA,"GB:motorway","no",NA,NA,NA,"DBFO5",NA,NA,"yes","National Highways","Q5760006",NA,"Gerrards Cross Bypass",NA,NA,"M40",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1973","asphalt",NA,NA,NA,NA,NA,NA,NA,NA,-0.5369654,51.5613531,-0.540536,51.5617784
"147687433",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,NA,NA,NA,NA,NA,"3",NA,NA,"yes",NA,NA,NA,"70 mph",NA,"GB:motorway","no",NA,NA,NA,"DBFO5",NA,NA,"yes","National Highways","Q5760006",NA,"Gerrards Cross Bypass",NA,NA,"M40",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1973","asphalt",NA,NA,NA,NA,NA,NA,NA,NA,-0.5319529,51.560709,-0.5357014,51.5611963
"147687435",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,"Birmingham;Oxford;Beaconsfield",NA,"M40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,NA,NA,NA,NA,NA,"2",NA,NA,"yes",NA,NA,NA,"70 mph",NA,"GB:motorway","no",NA,NA,NA,"DBFO5",NA,"A40","yes","National Highways","Q5760006",NA,"Western Avenue",NA,NA,"M40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,NA,NA,-0.4857197,51.5603477,-0.4928888,51.5609469
"147687437",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,NA,NA,NA,NA,NA,"2",NA,NA,"yes",NA,NA,NA,"70 mph",NA,"GB:motorway","no",NA,NA,NA,"DBFO5",NA,"A40","yes","National Highways","Q5760006",NA,"Western Avenue",NA,NA,"M40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,NA,NA,-0.4935452,51.5610012,-0.4950627,51.5611354
"147687440",NA,"no",NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,NA,NA,NA,NA,NA,"2",NA,"1","yes",NA,NA,NA,"70 mph",NA,"GB:motorway","no",NA,NA,NA,"DBFO5",NA,NA,"yes","National Highways","Q5760006",NA,"Gerrards Cross Bypass",NA,NA,"M40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1973","asphalt",NA,NA,NA,NA,NA,NA,NA,NA,-0.4976876,51.5613694,-0.4986804,51.5614549
"147687444",NA,"no",NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,NA,NA,NA,NA,NA,"3",NA,"1","yes",NA,NA,NA,"70 mph",NA,"GB:motorway","no",NA,NA,NA,"DBFO5",NA,NA,"yes","National Highways","Q5760006",NA,"Gerrards Cross Bypass",NA,NA,"M40",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,NA,NA,-0.5357014,51.5611963,-0.5369654,51.5613531
"147726769",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,NA,NA,NA,NA,NA,"3",NA,NA,"yes",NA,NA,NA,"70 mph",NA,"GB:motorway","no",NA,NA,NA,"DBFO5",NA,NA,"yes","National Highways","Q5760006",NA,"Gerrards Cross Bypass",NA,NA,"M40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1973","asphalt",NA,NA,NA,NA,NA,NA,NA,NA,-0.497699,51.5615171,-0.4952019,51.5612997
"147726770",NA,"no",NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,NA,NA,NA,NA,NA,"3",NA,"1","yes",NA,NA,NA,"70 mph",NA,"GB:motorway","no",NA,NA,NA,"DBFO5",NA,"A40","yes","National Highways","Q5760006",NA,"Western Avenue",NA,NA,"M40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,NA,NA,-0.4936542,51.561165,-0.4929676,51.5611099
"147726771",NA,"no",NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,NA,NA,NA,NA,NA,"3",NA,"1","yes",NA,NA,NA,"70 mph",NA,"GB:motorway","no",NA,NA,NA,"DBFO5",NA,NA,"yes","National Highways","Q5760006",NA,"Gerrards Cross Bypass",NA,NA,"M40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1973","asphalt",NA,NA,NA,NA,NA,NA,NA,NA,-0.4987397,51.5616112,-0.497699,51.5615171
"147726772",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,NA,NA,NA,NA,NA,"3",NA,NA,"yes",NA,NA,NA,"70 mph",NA,"GB:motorway","no",NA,NA,NA,"DBFO5",NA,NA,"yes","National Highways","Q5760006",NA,"Gerrards Cross Bypass",NA,NA,"M40",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1973","asphalt",NA,NA,NA,NA,NA,NA,NA,NA,-0.530558,51.5607183,-0.5230516,51.5604844
"147726773",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,NA,NA,NA,NA,NA,"3",NA,NA,"yes",NA,NA,NA,"70 mph",NA,"GB:motorway","no",NA,NA,NA,"DBFO5",NA,"A40","yes","National Highways","Q5760006",NA,"Western Avenue",NA,NA,"M40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,NA,NA,-0.4929676,51.5611099,-0.4872143,51.5605911
"147731406",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,NA,NA,NA,NA,NA,NA,"London;Uxbridge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,NA,NA,NA,NA,NA,"2",NA,NA,"yes",NA,NA,NA,"70 mph",NA,"GB:motorway","no",NA,NA,NA,"DBFO5",NA,NA,"yes","National Highways","Q5760006",NA,"Gerrards Cross Bypass",NA,NA,"M40",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1973","asphalt",NA,NA,NA,NA,NA,NA,NA,NA,-0.5502016,51.5632783,-0.5454705,51.5625453
"147732265",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,NA,NA,NA,NA,NA,"4",NA,NA,"yes",NA,"default",NA,"70 mph",NA,"GB:motorway","no",NA,NA,NA,"DBFO30",NA,NA,"yes","National Highways","Q5760006",NA,"Gerrards Cross Bypass",NA,NA,"M40",NA,NA,NA,NA,NA,"survey",NA,NA,NA,"survey",NA,NA,"1973","asphalt",NA,NA,NA,NA,NA,NA,NA,NA,-0.5763019,51.5724119,-0.6185893,51.5915398
"147732266",NA,"no",NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,NA,NA,NA,NA,NA,"4",NA,"1","yes",NA,NA,NA,"70 mph",NA,"GB:motorway","no",NA,NA,NA,"DBFO30",NA,NA,"yes","National Highways","Q5760006",NA,"Gerrards Cross Bypass",NA,NA,"M40",NA,NA,NA,NA,NA,"survey",NA,NA,NA,"survey",NA,NA,"1973","asphalt",NA,NA,NA,NA,NA,NA,NA,NA,-0.5757901,51.5721086,-0.5763019,51.5724119
"147732267",NA,"no",NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,NA,NA,NA,NA,NA,"4",NA,"1","yes",NA,NA,NA,"70 mph",NA,"GB:motorway","no",NA,NA,NA,"DBFO30",NA,NA,"yes","National Highways","Q5760006",NA,"Gerrards Cross Bypass",NA,NA,"M40",NA,NA,NA,NA,NA,"survey",NA,NA,NA,NA,NA,NA,"1973","asphalt",NA,NA,NA,NA,NA,NA,NA,NA,-0.5761008,51.5725472,-0.5755969,51.5722424
"147732268",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,NA,NA,NA,NA,NA,"4",NA,NA,"yes",NA,"default",NA,"70 mph",NA,"GB:motorway","no",NA,NA,NA,"DBFO30",NA,NA,"yes","National Highways","Q5760006",NA,"Gerrards Cross Bypass",NA,NA,"M40",NA,NA,NA,NA,NA,"survey",NA,NA,NA,NA,NA,NA,"1973","asphalt",NA,NA,NA,NA,NA,NA,NA,NA,-0.5755969,51.5722424,-0.5513595,51.5635283
"147738897",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,NA,NA,NA,NA,NA,"3",NA,NA,"yes",NA,NA,NA,"70 mph",NA,"GB:motorway","no",NA,NA,NA,"DBFO30",NA,"A40(M)","yes","National Highways","Q5760006",NA,"High Wycombe Bypass",NA,NA,"M40",NA,NA,NA,NA,NA,"survey",NA,NA,NA,NA,NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,NA,NA,-0.6924005,51.6033848,-0.6898961,51.6030221
"147738899",NA,"no",NA,NA,NA,"yes",NA,NA,"Loudwater Viaduct",NA,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,NA,NA,NA,NA,NA,"3",NA,"1","no",NA,NA,NA,"70 mph",NA,"GB:motorway","no",NA,NA,NA,"DBFO30",NA,NA,"yes","National Highways","Q5760006",NA,"High Wycombe Bypass",NA,NA,"M40",NA,NA,NA,NA,NA,"survey",NA,NA,NA,"survey",NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,NA,NA,-0.6921771,51.603223,-0.6999823,51.603934
"147738900",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,NA,NA,NA,NA,NA,"3",NA,NA,"yes",NA,NA,NA,"70 mph",NA,"GB:motorway","no",NA,NA,NA,"DBFO30",NA,"A40(M)","yes","National Highways","Q5760006",NA,"High Wycombe Bypass",NA,NA,"M40",NA,NA,NA,NA,NA,"survey",NA,NA,NA,"survey",NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,NA,NA,-0.6882159,51.6023878,-0.6921771,51.603223
"147738902",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,NA,NA,NA,NA,NA,"3",NA,NA,"no",NA,NA,NA,"70 mph",NA,"GB:motorway","no",NA,NA,NA,"DBFO30",NA,"A40(M)","yes","National Highways","Q5760006",NA,"High Wycombe Bypass",NA,NA,"M40",NA,NA,NA,NA,NA,"GPS;Bing",NA,NA,NA,NA,NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,NA,NA,-0.7030931,51.6050057,-0.7359608,51.610909
"147738906",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,NA,NA,NA,NA,NA,"4",NA,NA,"yes",NA,"default",NA,"70 mph",NA,"GB:motorway","no",NA,NA,NA,"DBFO30",NA,"A40(M)","yes","National Highways","Q5760006",NA,"High Wycombe Bypass",NA,NA,"M40",NA,NA,NA,NA,NA,"survey",NA,NA,NA,NA,NA,NA,"1969","asphalt",NA,NA,NA,NA,NA,NA,NA,NA,-0.6898961,51.6030221,-0.6576036,51.598202
"147738909",NA,"no",NA,NA,NA,"yes",NA,NA,"Loudwater Viaduct",NA,NA,NA,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,NA,NA,NA,NA,NA,"3",NA,"1","no",NA,NA,NA,"70 mph",NA,"GB:motorway","no",NA,NA,NA,"DBFO30",NA,NA,"yes","National Highways","Q5760006",NA,"High Wycombe Bypass",NA,NA,"M40",NA,NA,NA,NA,NA,"survey",NA,NA,NA,NA,NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,NA,NA,-0.7003905,51.6041903,-0.6924005,51.6033848
"147740450",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,NA,NA,NA,NA,NA,"3",NA,NA,"no",NA,NA,NA,"70 mph",NA,"GB:motorway","no",NA,NA,NA,"DBFO30",NA,"A40(M)","yes","National Highways","Q5760006",NA,"High Wycombe Bypass",NA,NA,"M40",NA,NA,NA,NA,NA,"GPS;Bing",NA,NA,NA,NA,NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,NA,NA,-0.7357844,51.611023,-0.7028974,51.60509
"147742232",NA,"no",NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,NA,NA,NA,NA,NA,"3",NA,"1","no",NA,NA,NA,"70 mph",NA,"GB:motorway","no",NA,NA,NA,"DBFO30",NA,"A40(M)","yes","National Highways","Q5760006",NA,"High Wycombe Bypass",NA,NA,"M40",NA,NA,NA,NA,NA,"GPS;Bing",NA,NA,NA,NA,NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,NA,NA,-0.7359608,51.610909,-0.7367342,51.61108
"147742233",NA,"no",NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,NA,NA,NA,NA,NA,"3",NA,"1","no",NA,NA,NA,"70 mph",NA,"GB:motorway","no",NA,NA,NA,"DBFO30",NA,"A40(M)","yes","National Highways","Q5760006",NA,"High Wycombe Bypass",NA,NA,"M40",NA,NA,NA,NA,NA,"GPS;Bing",NA,NA,NA,NA,NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,NA,NA,-0.7365337,51.6111889,-0.7357844,51.611023
"147742234",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,"High Wycombe;Marlow;A404|Birmingham;Oxford;M40|M40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,NA,NA,NA,NA,NA,"3",NA,NA,"no",NA,"default",NA,"70 mph",NA,"GB:motorway","no",NA,NA,NA,"DBFO30",NA,"A40(M)","yes","National Highways","Q5760006",NA,"High Wycombe Bypass",NA,NA,"M40",NA,NA,NA,NA,NA,"GPS;Bing",NA,NA,NA,NA,NA,NA,NA,"asphalt",NA,NA,NA,NA,"slight_left|through|through",NA,NA,NA,-0.7396109,51.6118675,-0.7569883,51.6140313
"147743735",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,NA,NA,NA,NA,NA,"2",NA,NA,"yes",NA,"default",NA,"70 mph",NA,"GB:motorway","no",NA,NA,NA,"DBFO30",NA,"A40(M)","yes","National Highways","Q5760006",NA,"High Wycombe Bypass",NA,NA,"M40",NA,NA,NA,NA,NA,"GPS;Bing",NA,NA,NA,NA,NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,NA,NA,-0.761652,51.6132996,-0.7771658,51.610845
"147744319",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,NA,NA,NA,NA,NA,"3",NA,NA,"yes",NA,NA,NA,"70 mph",NA,"GB:motorway","no",NA,NA,NA,"DBFO30",NA,"A40(M)","yes","National Highways","Q5760006",NA,"High Wycombe Bypass",NA,NA,"M40",NA,NA,NA,NA,NA,"GPS;Bing",NA,NA,NA,NA,NA,NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,NA,NA,-0.761721,51.613414,-0.7570422,51.6141654
"147849614",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,NA,NA,NA,NA,NA,"2",NA,NA,"no",NA,NA,NA,"70 mph",NA,"GB:motorway","no",NA,NA,NA,NA,NA,NA,"yes","Wokingham Borough Council",NA,NA,NA,NA,NA,"A329(M)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.publications.parliament.uk/pa/ld200607/ldhansrd/text/70711w0004.htm",NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,NA,NA,-0.8583041,51.4323505,-0.8658909,51.4355795
"147849617",NA,"no",NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,NA,NA,NA,NA,NA,"2",NA,"1","no",NA,NA,NA,"70 mph",NA,"GB:motorway","no",NA,NA,NA,NA,NA,NA,"yes","Wokingham Borough Council",NA,NA,NA,NA,NA,"A329(M)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.publications.parliament.uk/pa/ld200607/ldhansrd/text/70711w0004.htm",NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,NA,NA,-0.8579194,51.4323824,-0.8571631,51.4321076
"147849618",NA,"no",NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,NA,NA,NA,NA,NA,"2",NA,"1","no",NA,NA,NA,"70 mph",NA,"GB:motorway","no",NA,NA,NA,NA,NA,NA,"yes","Wokingham Borough Council",NA,NA,NA,NA,NA,"A329(M)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.publications.parliament.uk/pa/ld200607/ldhansrd/text/70711w0004.htm",NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,NA,NA,-0.8573849,51.4320104,-0.8583041,51.4323505
"147849620",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"motorway",NA,NA,NA,NA,NA,NA,"2",NA,NA,"no",NA,NA,NA,"70 mph",NA,"GB:motorway","no",NA,NA,NA,NA,NA,NA,"yes","Wokingham Borough Council",NA,NA,NA,NA,NA,"A329(M)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.publications.parliament.uk/pa/ld200607/ldhansrd/text/70711w0004.htm",NA,NA,"asphalt",NA,NA,NA,NA,NA,NA,NA,NA,-0.8571631,51.4321076,-0.8551923,51.4314162
